product,product_group,facility_type,reporting_month,High_Transmission_Preparation,zone_type,beginning_balance,quantity_received,quantity_dispensed,total_losses_and_adjustments,stock_in_hand,months_of_stock,stock_status,amc,quantity_approved
RDT,DIAG,HEALTH CENTER,February,NO,RURAL,41.0,3.0,1.0,1139,12.0,,Unknown,0.0,2.0
ACT-SC,ACT,HEALTH CENTER,February,NO,URBAN,183.0,342.0,167.0,-16,1339.0,14.1,Overstock,95.0,240.0
QUIN,SP,HEALTH CENTER,May,YES,RURAL,2623.0,2.0,831.0,-374,2094.0,2.7,Low,784.0,192.0
RDT,DIAG,HEALTH CENTER,February,NO,URBAN,30.0,1.0,48.0,152,178.0,4.1,Adequate,43.0,37.0
QUIN,SP,HEALTH CENTER,February,NO,RURAL,814.0,1.0,12.0,-76,236.0,236.0,Overstock,1.0,0.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,138.0,0.0,118.0,805,550.0,3.8,Adequate,143.0,2.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,RURAL,3053.0,61.0,394.0,-339,2715.0,16.8,Overstock,162.0,0.0
SP,SP,HEALTH CENTER,August,YES,URBAN,2447.0,171.0,280.0,16,942.0,6.7,Overstock,141.0,0.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,335.0,0.0,47.0,-331,209.0,4.1,Adequate,51.0,8156.0
ACT-AD,ACT,HEALTH CENTER,May,YES,URBAN,2715.0,20.0,471.0,-273,2119.0,5.5,Overstock,382.0,759.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,URBAN,713.0,10.0,63.0,-574,605.0,6.9,Overstock,88.0,10.0
ACT-AD,ACT,HOSPITAL,August,YES,RURAL,258.0,0.0,312.0,66,240.0,0.6,Critical,434.0,1.0
RDT,DIAG,HEALTH CENTER,May,YES,RURAL,199.0,655.0,167.0,-46,234.0,1.7,Low,137.0,2162.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,417.0,0.0,69.0,-504,59.0,4.5,Adequate,13.0,0.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,1427.0,4.0,86.0,297,438.0,2.8,Low,157.0,56.0
ACT-GC,ACT,HEALTH CENTER,February,NO,RURAL,94.0,0.0,21.0,-43,25.0,1.6,Low,16.0,616.0
ACT-SC,ACT,HEALTH CENTER,August,YES,URBAN,2942.0,284.0,159.0,-552,1870.0,53.4,Overstock,35.0,2.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,11.0,6.0,13.0,376,13.0,1.2,Low,11.0,184.0
RDT,DIAG,HEALTH CENTER,May,YES,URBAN,56.0,5.0,109.0,-583,264.0,37.7,Overstock,7.0,0.0
QUIN,SP,HEALTH CENTER,November,NO,RURAL,814.0,0.0,30.0,-232,810.0,35.2,Overstock,23.0,0.0
ART-SUP,ART,HEALTH CENTER,February,NO,URBAN,4798.0,2146.0,801.0,-730,6324.0,10.8,Overstock,584.0,27.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,1327.0,3.0,619.0,74,2003.0,5.8,Overstock,346.0,4.0
ART-SUP,ART,HEALTH CENTER,November,NO,RURAL,930.0,177.0,193.0,-11,1139.0,26.5,Overstock,43.0,2.0
QUIN,SP,HOSPITAL,August,YES,URBAN,302.0,0.0,75.0,284,97.0,12.1,Overstock,8.0,703.0
ACT-INF,ACT,HEALTH CENTER,May,YES,URBAN,1378.0,59.0,215.0,80,1639.0,7.1,Overstock,231.0,620.0
ACT-SC,ACT,HOSPITAL,August,YES,URBAN,0.0,70.0,1.0,-263,1.0,,Unknown,0.0,317.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,560.0,1002.0,381.0,-179,1456.0,6.2,Overstock,233.0,448.0
QUIN,SP,HEALTH CENTER,February,NO,RURAL,124.0,2.0,59.0,74,27.0,0.7,Critical,41.0,378.0
ACT-AD,ACT,HEALTH CENTER,November,NO,URBAN,840.0,0.0,146.0,-162,593.0,2.0,Low,302.0,5441.0
ITN,PREV,HOSPITAL,May,YES,RURAL,262.0,1877.0,98.0,242,955.0,10.4,Overstock,92.0,76.0
ART-SUP,ART,HEALTH CENTER,February,NO,URBAN,1563.0,1426.0,387.0,23,1767.0,8.7,Overstock,204.0,1760.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,RURAL,6.0,65.0,16.0,1198,68.0,22.7,Overstock,3.0,16.0
RDT,DIAG,HEALTH CENTER,February,NO,URBAN,15.0,0.0,10.0,-148,16.0,5.3,Overstock,3.0,0.0
ART-SUP,ART,HEALTH CENTER,August,YES,URBAN,116.0,0.0,79.0,-601,106.0,2.4,Low,44.0,20.0
RDT,DIAG,HEALTH CENTER,November,NO,URBAN,684.0,379.0,233.0,-505,1600.0,4.9,Adequate,326.0,99.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,294.0,0.0,69.0,-27,36.0,0.5,Critical,67.0,247.0
ART-SUP,ART,HEALTH CENTER,February,NO,URBAN,2913.0,517.0,484.0,433,1935.0,3.3,Adequate,590.0,395.0
RDT,DIAG,HEALTH CENTER,November,NO,URBAN,1847.0,93.0,716.0,737,2130.0,4.9,Adequate,433.0,1.0
SP,SP,HEALTH CENTER,November,NO,URBAN,238.0,70.0,253.0,152,181.0,7.5,Overstock,24.0,6299.0
PYRA-COMP,PYRA,HOSPITAL,November,NO,URBAN,283.0,184.0,111.0,-480,76.0,0.5,Critical,167.0,1612.0
SP,SP,HEALTH CENTER,November,NO,RURAL,166.0,0.0,36.0,-240,219.0,7.3,Overstock,30.0,337.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,RURAL,59.0,0.0,57.0,274,20.0,0.6,Critical,35.0,14.0
SP,SP,HEALTH CENTER,November,NO,URBAN,2755.0,24.0,1231.0,-56,3535.0,2.7,Low,1313.0,12933.0
ACT-SC,ACT,HEALTH CENTER,August,YES,RURAL,1617.0,1409.0,621.0,25,922.0,2.3,Low,401.0,3541.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,1750.0,0.0,175.0,-59,299.0,3.0,Adequate,100.0,54.0
ART-INJ,ART,HEALTH CENTER,May,YES,RURAL,479.0,445.0,694.0,133,919.0,2.1,Low,447.0,882.0
ART-SUP,ART,HEALTH CENTER,November,NO,RURAL,15.0,176.0,18.0,304,67.0,11.2,Overstock,6.0,20.0
SP,SP,HEALTH CENTER,May,YES,URBAN,637.0,3.0,754.0,-501,265.0,0.3,Critical,903.0,12100.0
QUIN,SP,HEALTH CENTER,February,NO,URBAN,4841.0,0.0,991.0,-521,1517.0,1.3,Low,1181.0,9.0
QUIN,SP,HEALTH CENTER,May,YES,RURAL,156.0,11.0,262.0,59,35.0,0.3,Critical,107.0,383.0
PYRA-SAC,PYRA,HEALTH CENTER,November,NO,RURAL,1725.0,27.0,297.0,993,1643.0,4.4,Adequate,374.0,2.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,410.0,0.0,37.0,-267,713.0,15.2,Overstock,47.0,6.0
SP,SP,HEALTH CENTER,February,NO,RURAL,1273.0,9.0,208.0,-101,1557.0,4.0,Adequate,386.0,5120.0
QUIN,SP,HEALTH CENTER,May,YES,RURAL,1106.0,31.0,835.0,226,1181.0,2.5,Low,478.0,11.0
QUIN,SP,HEALTH CENTER,May,YES,URBAN,2364.0,0.0,565.0,31,1093.0,3.8,Adequate,284.0,515.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,514.0,710.0,678.0,827,504.0,1.1,Low,467.0,110.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,373.0,10.0,158.0,-500,832.0,3.2,Adequate,260.0,156.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,605.0,74.0,835.0,1435,1452.0,1.9,Low,753.0,1569.0
SP,SP,HEALTH CENTER,February,NO,URBAN,3674.0,1481.0,2207.0,-78,6367.0,4.2,Adequate,1520.0,371.0
SP,SP,HEALTH CENTER,February,NO,URBAN,184.0,0.0,25.0,469,59.0,2.5,Low,24.0,13.0
ACT-SC,ACT,HEALTH CENTER,February,NO,RURAL,1135.0,528.0,115.0,-478,1473.0,10.5,Overstock,140.0,174.0
QUIN,SP,HEALTH CENTER,November,NO,URBAN,394.0,0.0,58.0,-449,587.0,58.7,Overstock,10.0,7.0
ART-INJ,ART,HEALTH CENTER,August,YES,RURAL,315.0,184.0,303.0,110,242.0,0.8,Critical,291.0,2322.0
ACT-AD,ACT,HEALTH CENTER,May,YES,URBAN,797.0,47.0,33.0,215,1295.0,30.1,Overstock,43.0,417.0
ACT-SC,ACT,HEALTH CENTER,August,YES,RURAL,6392.0,71.0,1460.0,148,2540.0,2.0,Low,1252.0,3757.0
SP,SP,HEALTH CENTER,May,YES,URBAN,127.0,0.0,19.0,281,606.0,303.0,Overstock,2.0,0.0
ART-SUP,ART,HEALTH CENTER,February,NO,RURAL,754.0,169.0,125.0,50,1765.0,14.3,Overstock,123.0,51.0
QUIN,SP,HEALTH CENTER,February,NO,RURAL,201.0,0.0,26.0,-681,224.0,224.0,Overstock,1.0,0.0
RDT,DIAG,HEALTH CENTER,August,YES,RURAL,618.0,405.0,187.0,-74,264.0,2.1,Low,127.0,100.0
SP,SP,HEALTH CENTER,May,YES,RURAL,2912.0,0.0,703.0,1124,571.0,1.0,Critical,566.0,3634.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,URBAN,1354.0,47.0,355.0,-59,1497.0,6.2,Overstock,242.0,0.0
QUIN,SP,HOSPITAL,November,NO,RURAL,50.0,0.0,5.0,-33,11.0,1.6,Low,7.0,17.0
ACT-INF,ACT,HEALTH CENTER,August,YES,URBAN,1117.0,0.0,41.0,123,547.0,6.1,Overstock,90.0,73.0
ACT-SC,ACT,HEALTH CENTER,November,NO,RURAL,595.0,0.0,113.0,-247,311.0,2.8,Low,110.0,83.0
ACT-SC,ACT,HEALTH CENTER,February,NO,URBAN,1087.0,3855.0,1067.0,100,3251.0,3.5,Adequate,936.0,1840.0
ACT-INF,ACT,HEALTH CENTER,May,YES,RURAL,401.0,1.0,36.0,-570,539.0,14.2,Overstock,38.0,0.0
QUIN,SP,HEALTH CENTER,February,NO,RURAL,1796.0,5.0,65.0,451,1144.0,52.0,Overstock,22.0,0.0
PYRA-SAC,PYRA,HEALTH CENTER,August,YES,RURAL,115.0,0.0,12.0,264,67.0,67.0,Overstock,1.0,0.0
ACT-GC,ACT,HEALTH CENTER,February,NO,RURAL,4087.0,1.0,1279.0,-310,3721.0,5.3,Overstock,702.0,1150.0
ACT-GC,ACT,HEALTH CENTER,November,NO,URBAN,96.0,0.0,31.0,686,29.0,2.6,Low,11.0,756.0
ACT-GC,ACT,HEALTH CENTER,February,NO,URBAN,1405.0,155.0,230.0,345,1419.0,25.8,Overstock,55.0,0.0
ACT-SC,ACT,HEALTH CENTER,August,YES,URBAN,1879.0,1851.0,704.0,-315,2919.0,4.6,Adequate,632.0,227.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,73.0,0.0,9.0,332,108.0,108.0,Overstock,1.0,0.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,31.0,0.0,83.0,402,52.0,1.4,Low,38.0,4.0
ACT-AD,ACT,HEALTH CENTER,February,NO,RURAL,261.0,0.0,62.0,-214,194.0,12.9,Overstock,15.0,1.0
QUIN,SP,HEALTH CENTER,August,YES,URBAN,149.0,0.0,20.0,-215,319.0,159.5,Overstock,2.0,0.0
ART-SUP,ART,HEALTH CENTER,February,NO,URBAN,960.0,219.0,257.0,178,362.0,1.9,Low,188.0,1.0
ART-SUP,ART,HEALTH CENTER,November,NO,RURAL,10.0,192.0,70.0,-370,399.0,8.7,Overstock,46.0,97.0
ART-INJ,ART,HEALTH CENTER,November,NO,URBAN,86.0,1193.0,388.0,676,490.0,1.8,Low,267.0,196.0
ITN,PREV,HEALTH CENTER,November,NO,RURAL,1496.0,145.0,627.0,117,2065.0,3.0,Adequate,691.0,3193.0
ACT-GC,ACT,HEALTH CENTER,May,YES,URBAN,55.0,1.0,21.0,-32,220.0,55.0,Overstock,4.0,2.0
ACT-AD,ACT,HEALTH CENTER,November,NO,RURAL,258.0,1.0,278.0,-343,130.0,1.1,Low,119.0,99.0
PYRA-COMP,PYRA,HEALTH CENTER,May,YES,URBAN,601.0,63.0,248.0,336,1344.0,6.1,Overstock,222.0,21.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,URBAN,5475.0,247.0,570.0,-786,1242.0,4.5,Adequate,277.0,2.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,RURAL,1439.0,5.0,240.0,403,1758.0,10.7,Overstock,164.0,88.0
ACT-GC,ACT,HEALTH CENTER,August,YES,RURAL,2063.0,1.0,164.0,-552,802.0,22.3,Overstock,36.0,0.0
ITN,PREV,HEALTH CENTER,November,NO,RURAL,1436.0,6.0,160.0,-82,2017.0,8.0,Overstock,253.0,674.0
RDT,DIAG,HEALTH CENTER,May,YES,RURAL,976.0,64.0,331.0,139,438.0,1.1,Low,389.0,210.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,705.0,78.0,497.0,-213,1211.0,2.2,Low,544.0,581.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,1704.0,402.0,121.0,120,1508.0,18.0,Overstock,84.0,2642.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,183.0,0.0,316.0,258,227.0,7.6,Overstock,30.0,1834.0
ACT-GC,ACT,HEALTH CENTER,February,NO,URBAN,412.0,0.0,191.0,302,346.0,13.8,Overstock,25.0,11.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,653.0,0.0,83.0,-365,814.0,5.5,Overstock,149.0,8788.0
RDT,DIAG,HEALTH CENTER,August,YES,RURAL,259.0,13.0,128.0,642,569.0,12.9,Overstock,44.0,2.0
ACT-AD,ACT,HEALTH CENTER,November,NO,RURAL,288.0,0.0,12.0,-3,49.0,9.8,Overstock,5.0,6.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,559.0,71.0,473.0,-77,1285.0,3.0,Adequate,434.0,160.0
QUIN,SP,HEALTH CENTER,February,NO,RURAL,67.0,0.0,44.0,-457,146.0,29.2,Overstock,5.0,0.0
ACT-GC,ACT,HEALTH CENTER,May,YES,URBAN,71.0,10.0,0.0,-285,323.0,,Unknown,0.0,0.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,954.0,0.0,341.0,-382,635.0,4.3,Adequate,146.0,48.0
RDT,DIAG,HEALTH CENTER,August,YES,RURAL,3349.0,456.0,731.0,274,4594.0,10.0,Overstock,461.0,94.0
ART-SUP,ART,HEALTH CENTER,February,NO,URBAN,58.0,764.0,301.0,188,425.0,1.7,Low,249.0,4581.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,5129.0,2104.0,1138.0,708,4890.0,5.8,Overstock,840.0,134.0
ACT-SC,ACT,HEALTH CENTER,August,YES,RURAL,650.0,533.0,78.0,-422,1455.0,33.1,Overstock,44.0,0.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,797.0,37.0,575.0,51,1230.0,2.6,Low,468.0,43.0
ART-INJ,ART,HEALTH CENTER,November,NO,URBAN,1211.0,37.0,873.0,-221,2071.0,1.9,Low,1103.0,1.0
QUIN,SP,HEALTH CENTER,August,YES,RURAL,234.0,0.0,155.0,-448,566.0,10.9,Overstock,52.0,0.0
ACT-AD,ACT,HOSPITAL,May,YES,URBAN,35.0,176.0,215.0,-106,10.0,0.0,Stockout,284.0,91.0
PYRA-SAC,PYRA,HEALTH CENTER,August,YES,URBAN,1438.0,567.0,395.0,-453,3052.0,16.1,Overstock,189.0,2324.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,895.0,50.0,302.0,-107,1040.0,10.1,Overstock,103.0,1.0
RDT,DIAG,HEALTH CENTER,February,NO,RURAL,313.0,17.0,40.0,-821,457.0,26.9,Overstock,17.0,76.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,11.0,202.0,31.0,-22,90.0,22.5,Overstock,4.0,874.0
ACT-GC,ACT,HEALTH CENTER,November,NO,URBAN,4932.0,1098.0,1357.0,-477,3890.0,4.4,Adequate,891.0,353.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,58.0,12.0,127.0,191,92.0,1.8,Low,51.0,208.0
SP,SP,HEALTH CENTER,February,NO,RURAL,2056.0,3.0,179.0,-797,143.0,0.8,Critical,185.0,268.0
RDT,DIAG,HEALTH CENTER,August,YES,RURAL,288.0,15.0,616.0,-101,598.0,1.1,Low,562.0,265.0
ACT-SC,ACT,HEALTH CENTER,August,YES,RURAL,418.0,366.0,212.0,-1093,227.0,1.6,Low,139.0,4.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,727.0,1.0,328.0,-131,1180.0,7.4,Overstock,160.0,627.0
RDT,DIAG,HEALTH CENTER,May,YES,URBAN,1776.0,1.0,709.0,-51,2372.0,3.8,Adequate,627.0,633.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,159.0,108.0,95.0,309,383.0,5.0,Adequate,77.0,1349.0
ACT-AD,ACT,HEALTH CENTER,February,NO,RURAL,796.0,12.0,178.0,-55,939.0,2.4,Low,387.0,1863.0
ITN,PREV,HEALTH CENTER,May,YES,URBAN,4050.0,0.0,970.0,-390,2277.0,4.5,Adequate,509.0,287.0
QUIN,SP,HOSPITAL,May,YES,URBAN,314.0,14.0,97.0,34,1044.0,16.8,Overstock,62.0,0.0
ART-INJ,ART,HEALTH CENTER,May,YES,RURAL,208.0,18.0,162.0,347,333.0,2.5,Low,133.0,10932.0
RDT,DIAG,HEALTH CENTER,August,YES,RURAL,589.0,171.0,271.0,-591,784.0,2.5,Low,312.0,351.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,190.0,0.0,50.0,447,408.0,11.3,Overstock,36.0,2.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,2690.0,0.0,452.0,-381,1292.0,5.5,Overstock,237.0,67.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,1252.0,1109.0,336.0,-210,1586.0,2.6,Low,605.0,4011.0
ART-SUP,ART,HEALTH CENTER,November,NO,RURAL,5423.0,632.0,1117.0,-197,8698.0,4.9,Adequate,1779.0,609.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,64.0,638.0,17.0,83,884.0,442.0,Overstock,2.0,0.0
ACT-GC,ACT,HEALTH CENTER,November,NO,RURAL,2899.0,142.0,420.0,-455,2639.0,5.2,Overstock,506.0,0.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,181.0,1.0,32.0,-230,302.0,151.0,Overstock,2.0,3.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,38.0,149.0,154.0,-349,32.0,0.3,Critical,124.0,895.0
RDT,DIAG,HEALTH CENTER,August,YES,RURAL,1243.0,2.0,229.0,63,579.0,1.9,Low,300.0,5141.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,1249.0,17.0,521.0,627,1193.0,1.7,Low,694.0,0.0
RDT,DIAG,HEALTH CENTER,May,YES,URBAN,416.0,1.0,27.0,-7,730.0,31.7,Overstock,23.0,0.0
ACT-GC,ACT,HEALTH CENTER,August,YES,RURAL,1899.0,0.0,821.0,71,657.0,0.5,Critical,1201.0,1012.0
ACT-AD,ACT,HEALTH CENTER,February,NO,URBAN,1607.0,186.0,355.0,393,466.0,1.1,Low,435.0,34.0
ACT-INF,ACT,HEALTH CENTER,August,YES,RURAL,620.0,605.0,483.0,-1000,1324.0,5.9,Overstock,224.0,13.0
RDT,DIAG,HEALTH CENTER,May,YES,URBAN,677.0,0.0,281.0,387,556.0,6.9,Overstock,81.0,87.0
ITN,PREV,HEALTH CENTER,November,NO,RURAL,2038.0,0.0,521.0,364,1379.0,1.8,Low,783.0,639.0
ITN,PREV,HEALTH CENTER,February,NO,RURAL,180.0,181.0,178.0,-325,2242.0,38.7,Overstock,58.0,0.0
ITN,PREV,HEALTH CENTER,February,NO,URBAN,361.0,1.0,211.0,-336,847.0,2.1,Low,405.0,943.0
RDT,DIAG,HEALTH CENTER,May,YES,RURAL,68.0,277.0,184.0,460,177.0,1.2,Low,145.0,302.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,1082.0,26.0,399.0,-136,4919.0,26.9,Overstock,183.0,0.0
QUIN,SP,HEALTH CENTER,November,NO,RURAL,152.0,0.0,68.0,791,847.0,40.3,Overstock,21.0,156.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,3573.0,686.0,369.0,121,2889.0,12.2,Overstock,237.0,3.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,RURAL,1743.0,258.0,101.0,-739,1988.0,51.0,Overstock,39.0,0.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,1691.0,123.0,1131.0,-445,4244.0,2.8,Low,1541.0,0.0
RDT,DIAG,HEALTH CENTER,August,YES,URBAN,65.0,0.0,6.0,314,161.0,,Unknown,0.0,0.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,203.0,0.0,51.0,174,100.0,6.2,Overstock,16.0,4.0
ACT-SC,ACT,HEALTH CENTER,May,YES,URBAN,587.0,0.0,71.0,-278,272.0,4.0,Adequate,68.0,1.0
ACT-AD,ACT,HEALTH CENTER,August,YES,RURAL,249.0,42.0,101.0,139,420.0,6.8,Overstock,62.0,957.0
SP,SP,HOSPITAL,February,NO,RURAL,1069.0,224.0,927.0,581,1764.0,5.1,Overstock,349.0,2.0
QUIN,SP,HEALTH CENTER,August,YES,RURAL,1487.0,7.0,63.0,385,588.0,5.2,Overstock,114.0,39.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,882.0,10.0,306.0,-221,902.0,3.1,Adequate,287.0,3570.0
ACT-INF,ACT,HEALTH CENTER,May,YES,RURAL,940.0,0.0,153.0,-498,31.0,1.0,Critical,31.0,236.0
QUIN,SP,HEALTH CENTER,February,NO,RURAL,845.0,218.0,783.0,34,2545.0,5.6,Overstock,452.0,229.0
ART-SUP,ART,HEALTH CENTER,November,NO,RURAL,93.0,0.0,29.0,126,63.0,9.0,Overstock,7.0,0.0
ITN,PREV,HEALTH CENTER,November,NO,URBAN,1322.0,171.0,306.0,23,808.0,8.0,Overstock,101.0,18.0
ACT-GC,ACT,HEALTH CENTER,November,NO,RURAL,427.0,65.0,62.0,0,527.0,87.8,Overstock,6.0,15.0
ACT-SC,ACT,HEALTH CENTER,November,NO,URBAN,3443.0,43.0,799.0,-384,1583.0,1.2,Low,1328.0,4987.0
ACT-GC,ACT,HEALTH CENTER,August,YES,RURAL,967.0,8.0,196.0,-845,977.0,4.5,Adequate,219.0,595.0
ART-INJ,ART,HEALTH CENTER,May,YES,RURAL,295.0,1.0,300.0,301,824.0,4.2,Adequate,195.0,412.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,URBAN,2303.0,1.0,199.0,-555,1056.0,18.9,Overstock,56.0,2.0
ART-SUP,ART,HEALTH CENTER,November,NO,RURAL,374.0,136.0,109.0,190,917.0,23.5,Overstock,39.0,2.0
ART-SUP,ART,HEALTH CENTER,February,NO,RURAL,450.0,434.0,77.0,-952,817.0,26.4,Overstock,31.0,1.0
ITN,PREV,HOSPITAL,February,NO,URBAN,1127.0,197.0,141.0,-313,2609.0,10.4,Overstock,251.0,0.0
ITN,PREV,HEALTH CENTER,February,NO,URBAN,1383.0,0.0,127.0,82,485.0,3.5,Adequate,138.0,293.0
ITN,PREV,HEALTH CENTER,February,NO,URBAN,174.0,0.0,44.0,203,105.0,26.2,Overstock,4.0,0.0
RDT,DIAG,HEALTH CENTER,May,YES,URBAN,175.0,1.0,23.0,29,400.0,100.0,Overstock,4.0,1479.0
PYRA-SAC,PYRA,HEALTH CENTER,November,NO,RURAL,267.0,760.0,50.0,408,920.0,11.5,Overstock,80.0,0.0
ACT-GC,ACT,HEALTH CENTER,May,YES,URBAN,164.0,0.0,173.0,420,107.0,0.6,Critical,190.0,1053.0
ACT-SC,ACT,HEALTH CENTER,November,NO,RURAL,1849.0,1.0,681.0,-185,1877.0,3.5,Adequate,543.0,0.0
SP,SP,HEALTH CENTER,November,NO,URBAN,2877.0,2.0,256.0,-22,814.0,2.9,Low,277.0,2421.0
ACT-GC,ACT,HEALTH CENTER,February,NO,URBAN,2127.0,22.0,322.0,156,787.0,9.6,Overstock,82.0,691.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,RURAL,627.0,96.0,315.0,-138,873.0,2.2,Low,398.0,3174.0
QUIN,SP,HEALTH CENTER,November,NO,URBAN,590.0,0.0,73.0,633,340.0,3.0,Adequate,112.0,21.0
ACT-AD,ACT,HEALTH CENTER,February,NO,RURAL,1288.0,0.0,288.0,-832,659.0,6.9,Overstock,95.0,381.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,URBAN,400.0,20.0,44.0,790,12.0,0.7,Critical,18.0,1.0
SP,SP,HEALTH CENTER,May,YES,RURAL,355.0,14.0,285.0,79,797.0,3.2,Adequate,248.0,3532.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,1206.0,1.0,361.0,-706,1166.0,3.2,Adequate,369.0,239.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,509.0,43.0,172.0,-92,373.0,3.2,Adequate,116.0,0.0
ACT-AD,ACT,HEALTH CENTER,August,YES,RURAL,27.0,112.0,20.0,263,105.0,2.9,Low,36.0,0.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,1.0,5.0,1.0,429,20.0,,Unknown,0.0,345.0
ACT-GC,ACT,HEALTH CENTER,February,NO,URBAN,34.0,1.0,24.0,-257,44.0,14.7,Overstock,3.0,158.0
ITN,PREV,HEALTH CENTER,November,NO,RURAL,40.0,1.0,48.0,145,30.0,0.9,Critical,34.0,19.0
ACT-GC,ACT,HEALTH CENTER,February,NO,RURAL,331.0,1.0,214.0,135,792.0,4.6,Adequate,173.0,8.0
PYRA-COMP,PYRA,HEALTH CENTER,May,YES,URBAN,69.0,0.0,1.0,-237,40.0,,Unknown,0.0,0.0
SP,SP,HEALTH CENTER,May,YES,URBAN,209.0,35.0,338.0,-122,405.0,1.1,Low,378.0,950.0
PYRA-SAC,PYRA,HEALTH CENTER,August,YES,RURAL,433.0,1.0,2.0,-411,263.0,263.0,Overstock,1.0,0.0
ITN,PREV,HOSPITAL,November,NO,URBAN,611.0,83.0,166.0,-128,421.0,2.2,Low,188.0,5544.0
ACT-SC,ACT,HEALTH CENTER,February,NO,RURAL,4.0,8.0,3.0,410,28.0,28.0,Overstock,1.0,48.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,1312.0,458.0,265.0,-369,2606.0,68.6,Overstock,38.0,0.0
ITN,PREV,HOSPITAL,August,YES,RURAL,139.0,830.0,87.0,337,496.0,11.8,Overstock,42.0,3.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,12.0,190.0,21.0,-297,210.0,42.0,Overstock,5.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,November,NO,RURAL,661.0,18.0,293.0,-85,691.0,2.2,Low,309.0,1130.0
QUIN,SP,HOSPITAL,November,NO,RURAL,3.0,6.0,30.0,-321,3.0,0.4,Critical,8.0,4.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,2310.0,279.0,839.0,-428,1649.0,5.4,Overstock,303.0,5.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,3813.0,0.0,502.0,409,2617.0,18.6,Overstock,141.0,0.0
ACT-AD,ACT,HEALTH CENTER,February,NO,RURAL,1096.0,155.0,573.0,553,963.0,2.1,Low,455.0,3467.0
ACT-GC,ACT,HEALTH CENTER,August,YES,URBAN,1553.0,269.0,385.0,-450,1734.0,25.9,Overstock,67.0,0.0
