product_primary_name,processing_periods_name,facility_type_name,beginning_balance,quantity_received,quantity_dispensed,stock_in_hand,quantity_requested,quantity_approved,total_losses_and_adjustments,amc,pack_size,zone,dispensing_unit,diff
ACT-AD,2024-08-01,HEALTH CENTER,6055.0,10.0,1248.0,3912.0,1625.0,2630.0,-189,971.0,30,DISTRICT25,BLISTER,1005.0
ART-SUP,2024-11-01,HEALTH CENTER,2577.0,0.0,242.0,1142.0,391.0,361.0,534,358.0,2,DISTRICT23,CAPSULE,-30.0
SP,2025-11-01,HEALTH CENTER,4522.0,997.0,946.0,5831.0,,475.0,147,642.0,1000,DISTRICT21,TABLET,475.0
ART-SUP,2024-05-01,DISTRICT HOSPITAL,3.0,0.0,6.0,35.0,,1.0,-208,2.0,2,DISTRICT37,CAPSULE,1.0
ACT-SC,2024-08-01,HEALTH CENTER,487.0,10.0,294.0,776.0,,0.0,539,76.0,30,DISTRICT33,BLISTER,0.0
ACT-AD,2025-05-01,HEALTH CENTER,1416.0,3.0,125.0,1393.0,511.0,5229.0,-544,458.0,30,DISTRICT3,BLISTER,4718.0
ART-SUP,2024-02-01,NATIONAL HOSPITAL,65.0,0.0,29.0,51.0,,5.0,89,1.0,2,DISTRICT20,CAPSULE,5.0
ACT-INF,2024-02-01,HEALTH CENTER,5.0,65.0,21.0,38.0,,30.0,363,23.0,30,DISTRICT2,BLISTER,30.0
ITN,2025-11-01,HEALTH CENTER,1243.0,0.0,694.0,518.0,,1842.0,-265,1367.0,50,DISTRICT31,PIECE,1842.0
PYRA-SAC,2024-02-01,DISTRICT HOSPITAL,908.0,212.0,108.0,1480.0,,5.0,-190,123.0,1,DISTRICT32,SACHET,5.0
ACT-AD,2024-02-01,DISTRICT HOSPITAL,1286.0,264.0,661.0,563.0,,37.0,-66,268.0,30,DISTRICT23,BLISTER,37.0
QUIN,2024-11-01,HEALTH CENTER,2973.0,0.0,198.0,890.0,,640.0,-342,189.0,1000,DISTRICT12,TABLET,640.0
PYRA-SAC,2025-02-01,REGIONAL HOSPITAL,1937.0,674.0,642.0,2217.0,,339.0,707,742.0,1,DISTRICT31,SACHET,339.0
QUIN,2025-11-01,HEALTH CENTER,4.0,0.0,15.0,127.0,,1389.0,-240,31.0,1000,DISTRICT31,TABLET,1389.0
ACT-GC,2024-11-01,HEALTH CENTER,2235.0,496.0,280.0,1667.0,704.0,128.0,-35,236.0,30,DISTRICT14,BLISTER,-576.0
ACT-SC,2024-08-01,HEALTH CENTER,5.0,0.0,6.0,186.0,106.0,41.0,-264,0.0,30,DISTRICT3,BLISTER,-65.0
ITN,2025-02-01,HEALTH CENTER,3492.0,150.0,674.0,1744.0,,50.0,-283,340.0,50,DISTRICT37,PIECE,50.0
PYRA-SAC,2024-08-01,HEALTH CENTER,979.0,4554.0,751.0,1692.0,,17004.0,-422,898.0,1,DISTRICT7,SACHET,17004.0
ACT-SC,2025-08-01,NATIONAL HOSPITAL,855.0,574.0,296.0,2412.0,1112.0,483.0,9,151.0,30,DISTRICT24,BLISTER,-629.0
QUIN,2025-08-01,HEALTH CENTER,232.0,0.0,110.0,264.0,,20.0,-307,108.0,1000,DISTRICT16,TABLET,20.0
ITN,2025-05-01,HEALTH CENTER,1019.0,2.0,337.0,182.0,,0.0,-348,384.0,50,DISTRICT3,PIECE,0.0
QUIN,2025-05-01,HEALTH CENTER,90.0,0.0,23.0,891.0,,0.0,207,19.0,1000,DISTRICT11,TABLET,0.0
ACT-GC,2025-05-01,HEALTH CENTER,1896.0,0.0,253.0,1717.0,751.0,0.0,193,342.0,30,DISTRICT12,BLISTER,-751.0
ACT-AD,2025-05-01,HEALTH CENTER,384.0,0.0,170.0,33.0,,412.0,268,111.0,30,DISTRICT28,BLISTER,412.0
ITN,2024-05-01,HEALTH CENTER,766.0,0.0,178.0,463.0,,444.0,768,235.0,50,DISTRICT22,PIECE,444.0
PYRA-SAC,2024-02-01,HEALTH CENTER,557.0,545.0,115.0,1763.0,,0.0,-123,46.0,1,DISTRICT36,SACHET,0.0
RDT,2024-08-01,DISTRICT HOSPITAL,40.0,224.0,53.0,88.0,,0.0,366,9.0,25,DISTRICT33,PIECE,0.0
ART-INJ,2024-05-01,HEALTH CENTER,203.0,1257.0,198.0,1599.0,,460.0,-452,208.0,5,DISTRICT30,VIAL,460.0
SP,2025-05-01,HEALTH CENTER,315.0,0.0,187.0,395.0,,1795.0,104,56.0,1000,DISTRICT36,TABLET,1795.0
QUIN,2024-05-01,HEALTH CENTER,652.0,710.0,260.0,2368.0,,0.0,4,126.0,1000,DISTRICT11,TABLET,0.0
QUIN,2025-02-01,HEALTH CENTER,234.0,2.0,16.0,81.0,,0.0,407,24.0,1000,DISTRICT13,TABLET,0.0
ACT-AD,2024-08-01,HEALTH CENTER,39.0,64.0,3.0,117.0,,0.0,153,1.0,30,DISTRICT18,BLISTER,0.0
ART-SUP,2025-08-01,HEALTH CENTER,87.0,7.0,19.0,100.0,395.0,0.0,-671,4.0,2,DISTRICT38,CAPSULE,-395.0
ITN,2025-08-01,HEALTH CENTER,59.0,0.0,23.0,121.0,,0.0,33,11.0,50,DISTRICT1,PIECE,0.0
ITN,2024-05-01,HEALTH CENTER,47.0,0.0,43.0,35.0,92.0,0.0,-310,4.0,50,DISTRICT29,PIECE,-92.0
ACT-SC,2025-05-01,HEALTH CENTER,577.0,3.0,91.0,556.0,,1932.0,811,196.0,30,DISTRICT3,BLISTER,1932.0
QUIN,2025-08-01,HEALTH CENTER,2657.0,67.0,500.0,960.0,,16.0,836,674.0,1000,DISTRICT2,TABLET,16.0
PYRA-SAC,2025-02-01,HEALTH CENTER,692.0,1522.0,506.0,1115.0,699.0,24.0,801,428.0,1,DISTRICT31,SACHET,-675.0
PYRA-SAC,2024-05-01,HEALTH CENTER,555.0,24.0,41.0,877.0,,176.0,-26,14.0,1,DISTRICT13,SACHET,176.0
ACT-INF,2025-02-01,HEALTH CENTER,1695.0,7.0,263.0,1305.0,,23.0,-128,134.0,30,DISTRICT21,BLISTER,23.0
ACT-GC,2024-11-01,HEALTH CENTER,1490.0,3.0,813.0,294.0,,21.0,70,538.0,30,DISTRICT29,BLISTER,21.0
ACT-GC,2025-11-01,HEALTH CENTER,629.0,194.0,201.0,536.0,,0.0,643,105.0,30,DISTRICT26,BLISTER,0.0
ITN,2025-11-01,HEALTH CENTER,1498.0,0.0,886.0,1374.0,,6920.0,-37,1263.0,50,DISTRICT35,PIECE,6920.0
ACT-SC,2024-11-01,HEALTH CENTER,637.0,0.0,31.0,616.0,,0.0,-211,4.0,30,DISTRICT35,BLISTER,0.0
ART-SUP,2024-08-01,HEALTH CENTER,840.0,159.0,301.0,498.0,,7429.0,61,363.0,2,DISTRICT16,CAPSULE,7429.0
RDT,2024-02-01,HEALTH CENTER,1090.0,9.0,367.0,272.0,,3.0,-146,332.0,25,DISTRICT14,PIECE,3.0
ITN,2025-05-01,HEALTH CENTER,4233.0,480.0,1555.0,5522.0,,3240.0,-826,1323.0,50,DISTRICT32,PIECE,3240.0
ACT-SC,2025-05-01,HEALTH CENTER,167.0,5.0,77.0,474.0,,0.0,-628,53.0,30,DISTRICT32,BLISTER,0.0
ACT-AD,2025-05-01,HEALTH CENTER,200.0,0.0,19.0,55.0,,0.0,145,8.0,30,DISTRICT8,BLISTER,0.0
ART-INJ,2024-11-01,HEALTH CENTER,3405.0,555.0,1094.0,2081.0,,0.0,499,844.0,5,DISTRICT20,VIAL,0.0
RDT,2024-08-01,DISTRICT HOSPITAL,1798.0,0.0,224.0,578.0,,0.0,-275,78.0,25,DISTRICT27,PIECE,0.0
ART-SUP,2024-08-01,HEALTH CENTER,90.0,2.0,78.0,171.0,,17.0,206,10.0,2,DISTRICT20,CAPSULE,17.0
RDT,2025-02-01,HEALTH CENTER,455.0,0.0,180.0,116.0,,82.0,-1019,172.0,25,DISTRICT28,PIECE,82.0
PYRA-COMP,2024-11-01,HEALTH CENTER,948.0,7.0,171.0,1984.0,,389.0,-43,61.0,1,DISTRICT35,TABLET,389.0
ACT-INF,2024-05-01,HEALTH CENTER,85.0,0.0,96.0,242.0,,199.0,-61,26.0,30,DISTRICT36,BLISTER,199.0
QUIN,2024-11-01,HEALTH CENTER,4712.0,1.0,478.0,3029.0,,590.0,-147,362.0,1000,DISTRICT1,TABLET,590.0
SP,2024-08-01,HEALTH CENTER,1385.0,1.0,18.0,1067.0,,0.0,735,1.0,1000,DISTRICT29,TABLET,0.0
ART-INJ,2025-11-01,HEALTH CENTER,2508.0,0.0,437.0,3952.0,86.0,41.0,269,742.0,5,DISTRICT9,VIAL,-45.0
RDT,2025-11-01,HEALTH CENTER,323.0,74.0,1196.0,619.0,455.0,1447.0,278,472.0,25,DISTRICT18,PIECE,992.0
ACT-GC,2025-08-01,HEALTH CENTER,821.0,155.0,409.0,1378.0,,371.0,-314,457.0,30,DISTRICT31,BLISTER,371.0
RDT,2024-11-01,HEALTH CENTER,332.0,80.0,47.0,952.0,,59.0,295,66.0,25,DISTRICT20,PIECE,59.0
ART-INJ,2025-05-01,HEALTH CENTER,556.0,0.0,76.0,575.0,,0.0,-43,22.0,5,DISTRICT25,VIAL,0.0
ACT-AD,2024-05-01,HEALTH CENTER,2394.0,1.0,357.0,1911.0,,0.0,-621,253.0,30,DISTRICT25,BLISTER,0.0
RDT,2025-02-01,HEALTH CENTER,219.0,31.0,127.0,570.0,,43.0,338,64.0,25,DISTRICT29,PIECE,43.0
ACT-AD,2025-05-01,HEALTH CENTER,1969.0,74.0,270.0,1221.0,730.0,0.0,269,548.0,30,DISTRICT13,BLISTER,-730.0
RDT,2025-02-01,HEALTH CENTER,585.0,22.0,177.0,201.0,,0.0,1470,37.0,25,DISTRICT37,PIECE,0.0
PYRA-SAC,2024-05-01,HEALTH CENTER,635.0,533.0,345.0,1327.0,,0.0,86,301.0,1,DISTRICT11,SACHET,0.0
SP,2025-02-01,HEALTH CENTER,2.0,0.0,1.0,12.0,237.0,0.0,666,0.0,1000,DISTRICT24,TABLET,-237.0
ART-INJ,2025-08-01,HEALTH CENTER,214.0,2.0,133.0,624.0,,3.0,-462,62.0,5,DISTRICT19,VIAL,3.0
ACT-AD,2024-02-01,HEALTH CENTER,1531.0,0.0,233.0,422.0,494.0,2086.0,675,255.0,30,DISTRICT7,BLISTER,1592.0
ART-INJ,2025-11-01,HEALTH CENTER,1103.0,292.0,403.0,1081.0,,1.0,-298,416.0,5,DISTRICT31,VIAL,1.0
PYRA-COMP,2024-02-01,HEALTH CENTER,1665.0,24.0,142.0,219.0,,549.0,-1644,22.0,1,DISTRICT19,TABLET,549.0
RDT,2025-08-01,HEALTH CENTER,149.0,500.0,223.0,50.0,,348.0,-125,203.0,25,DISTRICT30,PIECE,348.0
ART-SUP,2025-02-01,HEALTH CENTER,420.0,32.0,352.0,1177.0,337.0,4.0,38,174.0,2,DISTRICT33,CAPSULE,-333.0
ACT-GC,2025-05-01,HEALTH CENTER,985.0,43.0,405.0,1210.0,,0.0,-176,265.0,30,DISTRICT20,BLISTER,0.0
ACT-INF,2025-08-01,HEALTH CENTER,4080.0,212.0,721.0,1682.0,,6.0,-221,433.0,30,DISTRICT22,BLISTER,6.0
ACT-SC,2025-02-01,HEALTH CENTER,267.0,1.0,21.0,250.0,276.0,0.0,-245,14.0,30,DISTRICT31,BLISTER,-276.0
ART-INJ,2024-08-01,DISTRICT HOSPITAL,86.0,28.0,6.0,321.0,,0.0,-28,0.0,5,DISTRICT29,VIAL,0.0
ACT-AD,2024-02-01,HEALTH CENTER,228.0,4.0,121.0,913.0,,58.0,-144,158.0,30,DISTRICT4,BLISTER,58.0
QUIN,2025-02-01,HEALTH CENTER,67.0,931.0,102.0,345.0,,539.0,-438,60.0,1000,DISTRICT14,TABLET,539.0
PYRA-COMP,2024-11-01,HEALTH CENTER,2278.0,530.0,189.0,1073.0,,65.0,-252,121.0,1,DISTRICT3,TABLET,65.0
PYRA-COMP,2025-11-01,HEALTH CENTER,1672.0,608.0,346.0,2330.0,,2.0,101,388.0,1,DISTRICT10,TABLET,2.0
PYRA-COMP,2024-08-01,HEALTH CENTER,868.0,0.0,737.0,288.0,,2238.0,593,673.0,1,DISTRICT18,TABLET,2238.0
ITN,2024-08-01,HEALTH CENTER,2092.0,92.0,196.0,1103.0,,6.0,117,159.0,50,DISTRICT18,PIECE,6.0
ART-INJ,2024-11-01,HEALTH CENTER,18.0,1.0,1.0,584.0,124.0,0.0,-313,0.0,5,DISTRICT19,VIAL,-124.0
SP,2024-11-01,HEALTH CENTER,3199.0,21.0,630.0,901.0,,3305.0,-404,1160.0,1000,DISTRICT19,TABLET,3305.0
ACT-SC,2024-08-01,HEALTH CENTER,178.0,353.0,105.0,421.0,,6.0,115,57.0,30,DISTRICT7,BLISTER,6.0
PYRA-SAC,2025-11-01,HEALTH CENTER,7501.0,6.0,1104.0,5622.0,,2046.0,291,713.0,1,DISTRICT26,SACHET,2046.0
PYRA-SAC,2024-05-01,HEALTH CENTER,190.0,56.0,378.0,322.0,,13833.0,288,892.0,1,DISTRICT4,SACHET,13833.0
QUIN,2025-08-01,HEALTH CENTER,2412.0,0.0,163.0,2208.0,,211.0,92,146.0,1000,DISTRICT23,TABLET,211.0
QUIN,2024-05-01,HEALTH CENTER,34.0,0.0,32.0,18.0,461.0,5865.0,289,16.0,1000,DISTRICT25,TABLET,5404.0
ACT-INF,2024-08-01,HEALTH CENTER,231.0,0.0,8.0,365.0,,0.0,168,2.0,30,DISTRICT28,BLISTER,0.0
ACT-INF,2024-05-01,REGIONAL HOSPITAL,921.0,0.0,146.0,605.0,,0.0,-48,12.0,30,DISTRICT30,BLISTER,0.0
ACT-GC,2024-11-01,HEALTH CENTER,1442.0,0.0,289.0,134.0,,7.0,124,108.0,30,DISTRICT33,BLISTER,7.0
PYRA-COMP,2024-05-01,HEALTH CENTER,148.0,257.0,64.0,977.0,,69.0,-171,30.0,1,DISTRICT7,TABLET,69.0
RDT,2025-05-01,HEALTH CENTER,2354.0,508.0,873.0,1066.0,453.0,89.0,330,1187.0,25,DISTRICT30,PIECE,-364.0
QUIN,2025-11-01,HEALTH CENTER,14.0,5.0,2.0,112.0,,0.0,-4,0.0,1000,DISTRICT9,TABLET,0.0
PYRA-COMP,2025-11-01,HEALTH CENTER,2098.0,695.0,1345.0,2210.0,,3073.0,593,1145.0,1,DISTRICT25,TABLET,3073.0
ART-SUP,2024-05-01,HEALTH CENTER,1611.0,488.0,621.0,1941.0,,1622.0,-396,278.0,2,DISTRICT28,CAPSULE,1622.0
RDT,2024-02-01,HEALTH CENTER,975.0,144.0,487.0,2196.0,,1025.0,-673,776.0,25,DISTRICT9,PIECE,1025.0
SP,2024-11-01,HEALTH CENTER,863.0,0.0,407.0,1518.0,,0.0,-168,249.0,1000,DISTRICT28,TABLET,0.0
ACT-SC,2024-08-01,HEALTH CENTER,8.0,1306.0,28.0,59.0,405.0,13.0,460,14.0,30,DISTRICT31,BLISTER,-392.0
ART-SUP,2024-08-01,HEALTH CENTER,851.0,0.0,333.0,848.0,,256.0,244,458.0,2,DISTRICT1,CAPSULE,256.0
ITN,2024-08-01,HEALTH CENTER,175.0,57.0,7.0,83.0,,1.0,-498,10.0,50,DISTRICT19,PIECE,1.0
PYRA-SAC,2025-08-01,HEALTH CENTER,8.0,214.0,31.0,746.0,,22.0,99,14.0,1,DISTRICT12,SACHET,22.0
ART-SUP,2024-05-01,HEALTH CENTER,223.0,558.0,484.0,1305.0,806.0,1244.0,10,483.0,2,DISTRICT25,CAPSULE,438.0
RDT,2025-08-01,HEALTH CENTER,992.0,2.0,359.0,1889.0,,2489.0,780,486.0,25,DISTRICT3,PIECE,2489.0
QUIN,2024-11-01,HEALTH CENTER,1696.0,958.0,101.0,5146.0,,0.0,351,61.0,1000,DISTRICT14,TABLET,0.0
ACT-AD,2024-02-01,HEALTH CENTER,154.0,0.0,28.0,85.0,564.0,212.0,-112,15.0,30,DISTRICT18,BLISTER,-352.0
SP,2024-11-01,HEALTH CENTER,1087.0,589.0,811.0,1604.0,,8080.0,-722,633.0,1000,DISTRICT32,TABLET,8080.0
QUIN,2024-02-01,HEALTH CENTER,4034.0,2.0,523.0,2699.0,,272.0,-46,231.0,1000,DISTRICT21,TABLET,272.0
ART-INJ,2024-11-01,HEALTH CENTER,255.0,2.0,57.0,298.0,,0.0,160,63.0,5,DISTRICT25,VIAL,0.0
PYRA-COMP,2025-11-01,HEALTH CENTER,657.0,0.0,539.0,638.0,,2212.0,-345,584.0,1,DISTRICT11,TABLET,2212.0
ART-SUP,2025-08-01,HEALTH CENTER,150.0,2.0,169.0,306.0,552.0,37.0,274,20.0,2,DISTRICT1,CAPSULE,-515.0
PYRA-COMP,2025-08-01,DISTRICT HOSPITAL,966.0,269.0,195.0,1387.0,609.0,22.0,13,90.0,1,DISTRICT29,TABLET,-587.0
SP,2024-11-01,HEALTH CENTER,48.0,484.0,176.0,1054.0,688.0,918.0,-387,154.0,1000,DISTRICT6,TABLET,230.0
ACT-AD,2024-08-01,DISTRICT HOSPITAL,4576.0,943.0,479.0,6748.0,716.0,0.0,390,315.0,30,DISTRICT23,BLISTER,-716.0
ACT-INF,2024-11-01,HEALTH CENTER,832.0,0.0,405.0,242.0,,4185.0,159,289.0,30,DISTRICT9,BLISTER,4185.0
ITN,2024-11-01,HEALTH CENTER,753.0,0.0,244.0,953.0,,0.0,-78,227.0,50,DISTRICT15,PIECE,0.0
ART-INJ,2025-08-01,HEALTH CENTER,297.0,72.0,51.0,313.0,,12.0,-431,3.0,5,DISTRICT31,VIAL,12.0
ACT-AD,2025-02-01,HEALTH CENTER,55.0,0.0,1.0,222.0,,0.0,587,0.0,30,DISTRICT14,BLISTER,0.0
ACT-SC,2025-08-01,HEALTH CENTER,724.0,2.0,312.0,325.0,,530.0,12,134.0,30,DISTRICT15,BLISTER,530.0
SP,2024-05-01,HEALTH CENTER,2359.0,149.0,845.0,2485.0,,830.0,370,668.0,1000,DISTRICT25,TABLET,830.0
ACT-INF,2025-08-01,HEALTH CENTER,109.0,2.0,29.0,170.0,,2109.0,-18,51.0,30,DISTRICT1,BLISTER,2109.0
ACT-INF,2024-05-01,HEALTH CENTER,535.0,134.0,330.0,350.0,,2364.0,90,209.0,30,DISTRICT8,BLISTER,2364.0
ACT-INF,2025-05-01,HEALTH CENTER,530.0,614.0,353.0,415.0,,1554.0,-166,201.0,30,DISTRICT32,BLISTER,1554.0
ART-INJ,2024-05-01,HEALTH CENTER,515.0,2237.0,438.0,1228.0,,516.0,255,703.0,5,DISTRICT33,VIAL,516.0
QUIN,2024-05-01,HEALTH CENTER,788.0,0.0,328.0,224.0,316.0,0.0,39,253.0,1000,DISTRICT6,TABLET,-316.0
ART-SUP,2024-02-01,HEALTH CENTER,377.0,168.0,346.0,380.0,,741.0,-532,494.0,2,DISTRICT1,CAPSULE,741.0
ACT-AD,2024-02-01,HEALTH CENTER,938.0,0.0,319.0,2094.0,,231.0,-256,115.0,30,DISTRICT5,BLISTER,231.0
SP,2024-05-01,HEALTH CENTER,432.0,183.0,140.0,458.0,,0.0,334,72.0,1000,DISTRICT14,TABLET,0.0
ITN,2025-02-01,HEALTH CENTER,5220.0,0.0,757.0,995.0,,780.0,-192,795.0,50,DISTRICT14,PIECE,780.0
ACT-INF,2025-02-01,HEALTH CENTER,3213.0,3.0,575.0,2164.0,,682.0,301,681.0,30,DISTRICT31,BLISTER,682.0
SP,2024-08-01,HEALTH CENTER,119.0,82.0,44.0,294.0,,0.0,499,3.0,1000,DISTRICT31,TABLET,0.0
RDT,2025-08-01,HEALTH CENTER,1153.0,0.0,349.0,699.0,,0.0,-145,436.0,25,DISTRICT2,PIECE,0.0
ART-SUP,2024-02-01,HEALTH CENTER,394.0,886.0,125.0,1312.0,251.0,2.0,338,194.0,2,DISTRICT16,CAPSULE,-249.0
ACT-AD,2025-11-01,HEALTH CENTER,2189.0,3111.0,1081.0,2049.0,,20.0,156,562.0,30,DISTRICT18,BLISTER,20.0
ACT-GC,2025-02-01,HEALTH CENTER,178.0,7.0,194.0,643.0,,2.0,-471,177.0,30,DISTRICT10,BLISTER,2.0
QUIN,2025-02-01,HEALTH CENTER,3793.0,344.0,952.0,4871.0,,3072.0,-55,753.0,1000,DISTRICT13,TABLET,3072.0
ART-SUP,2025-08-01,DISTRICT HOSPITAL,1144.0,0.0,69.0,717.0,,27.0,-370,92.0,2,DISTRICT29,CAPSULE,27.0
ITN,2024-02-01,HEALTH CENTER,1799.0,59.0,561.0,1785.0,,1020.0,497,393.0,50,DISTRICT18,PIECE,1020.0
RDT,2025-11-01,HEALTH CENTER,1765.0,25.0,233.0,545.0,,0.0,209,71.0,25,DISTRICT13,PIECE,0.0
ACT-GC,2025-08-01,HEALTH CENTER,927.0,0.0,198.0,1897.0,,136.0,689,114.0,30,DISTRICT26,BLISTER,136.0
QUIN,2025-02-01,HEALTH CENTER,641.0,17.0,210.0,313.0,,38.0,-280,161.0,1000,DISTRICT35,TABLET,38.0
ACT-SC,2025-02-01,HEALTH CENTER,377.0,0.0,105.0,215.0,148.0,0.0,35,34.0,30,DISTRICT10,BLISTER,-148.0
RDT,2024-02-01,HEALTH CENTER,1447.0,121.0,905.0,1652.0,,3472.0,40,1065.0,25,DISTRICT6,PIECE,3472.0
QUIN,2025-11-01,DISTRICT HOSPITAL,142.0,1.0,137.0,378.0,,1.0,566,63.0,1000,DISTRICT22,TABLET,1.0
ART-SUP,2024-11-01,HEALTH CENTER,111.0,967.0,95.0,876.0,432.0,0.0,-132,19.0,2,DISTRICT23,CAPSULE,-432.0
ACT-AD,2025-08-01,HEALTH CENTER,95.0,14.0,129.0,259.0,,0.0,381,39.0,30,DISTRICT3,BLISTER,0.0
ACT-AD,2024-11-01,DISTRICT HOSPITAL,2.0,1.0,2.0,1.0,,591.0,-310,0.0,30,DISTRICT1,BLISTER,591.0
ACT-SC,2024-08-01,HEALTH CENTER,81.0,2.0,266.0,541.0,,0.0,-108,302.0,30,DISTRICT25,BLISTER,0.0
ACT-INF,2025-02-01,HEALTH CENTER,1205.0,0.0,210.0,818.0,750.0,0.0,250,143.0,30,DISTRICT32,BLISTER,-750.0
RDT,2024-08-01,HEALTH CENTER,1440.0,0.0,268.0,588.0,,0.0,61,310.0,25,DISTRICT25,PIECE,0.0
PYRA-SAC,2025-08-01,HEALTH CENTER,983.0,2.0,308.0,215.0,,991.0,-55,111.0,1,DISTRICT37,SACHET,991.0
RDT,2025-11-01,HEALTH CENTER,1344.0,0.0,312.0,2179.0,446.0,0.0,184,136.0,25,DISTRICT15,PIECE,-446.0
ART-INJ,2025-11-01,DISTRICT HOSPITAL,696.0,27.0,287.0,2999.0,,35.0,225,515.0,5,DISTRICT15,VIAL,35.0
ACT-SC,2025-11-01,HEALTH CENTER,3797.0,12.0,464.0,3289.0,,5.0,-292,280.0,30,DISTRICT31,BLISTER,5.0
QUIN,2025-02-01,HEALTH CENTER,3229.0,0.0,518.0,1368.0,,864.0,310,324.0,1000,DISTRICT30,TABLET,864.0
ACT-AD,2025-11-01,HEALTH CENTER,2875.0,384.0,277.0,2148.0,,1.0,82,375.0,30,DISTRICT29,BLISTER,1.0
QUIN,2024-05-01,HEALTH CENTER,150.0,0.0,80.0,161.0,,0.0,-684,31.0,1000,DISTRICT28,TABLET,0.0
RDT,2025-05-01,HEALTH CENTER,43.0,26.0,40.0,181.0,554.0,152.0,69,93.0,25,DISTRICT23,PIECE,-402.0
PYRA-SAC,2025-08-01,HEALTH CENTER,537.0,2.0,190.0,964.0,,0.0,-66,208.0,1,DISTRICT32,SACHET,0.0
ART-INJ,2024-02-01,DISTRICT HOSPITAL,130.0,64.0,117.0,307.0,543.0,677.0,-276,75.0,5,DISTRICT29,VIAL,134.0
ART-INJ,2025-02-01,HEALTH CENTER,0.0,0.0,0.0,1.0,314.0,273.0,-325,0.0,5,DISTRICT5,VIAL,-41.0
PYRA-SAC,2025-08-01,HEALTH CENTER,508.0,2415.0,176.0,1469.0,,24.0,-513,88.0,1,DISTRICT6,SACHET,24.0
QUIN,2025-02-01,HEALTH CENTER,703.0,29.0,107.0,688.0,,116.0,244,15.0,1000,DISTRICT33,TABLET,116.0
ACT-INF,2024-05-01,HEALTH CENTER,1.0,129.0,26.0,26.0,,0.0,303,6.0,30,DISTRICT28,BLISTER,0.0
ART-SUP,2025-11-01,HEALTH CENTER,1620.0,413.0,169.0,3277.0,,3445.0,4,468.0,2,DISTRICT28,CAPSULE,3445.0
QUIN,2024-11-01,HEALTH CENTER,895.0,8.0,475.0,2451.0,,37.0,452,643.0,1000,DISTRICT19,TABLET,37.0
PYRA-SAC,2025-02-01,HEALTH CENTER,378.0,0.0,76.0,106.0,,81.0,153,49.0,1,DISTRICT26,SACHET,81.0
PYRA-COMP,2025-02-01,HEALTH CENTER,1.0,0.0,14.0,34.0,347.0,1368.0,74,0.0,1,DISTRICT13,TABLET,1021.0
ACT-AD,2024-08-01,HEALTH CENTER,73.0,563.0,41.0,337.0,,0.0,13,9.0,30,DISTRICT25,BLISTER,0.0
ACT-AD,2024-11-01,HEALTH CENTER,2153.0,39.0,330.0,2044.0,816.0,5.0,431,178.0,30,DISTRICT10,BLISTER,-811.0
SP,2025-08-01,HEALTH CENTER,727.0,0.0,232.0,853.0,,0.0,-56,132.0,1000,DISTRICT13,TABLET,0.0
RDT,2024-02-01,HEALTH CENTER,318.0,470.0,129.0,821.0,,697.0,-542,106.0,25,DISTRICT29,PIECE,697.0
RDT,2025-05-01,HEALTH CENTER,1627.0,0.0,547.0,334.0,,82.0,66,261.0,25,DISTRICT19,PIECE,82.0
ART-SUP,2025-02-01,HEALTH CENTER,185.0,175.0,213.0,118.0,1119.0,780.0,-998,106.0,2,DISTRICT5,CAPSULE,-339.0
PYRA-SAC,2025-02-01,HEALTH CENTER,18.0,0.0,27.0,171.0,,2889.0,-414,43.0,1,DISTRICT15,SACHET,2889.0
ART-INJ,2025-08-01,HEALTH CENTER,1658.0,1256.0,341.0,7207.0,,0.0,424,255.0,5,DISTRICT1,VIAL,0.0
PYRA-COMP,2024-11-01,HEALTH CENTER,1583.0,1655.0,763.0,1066.0,,120.0,-92,353.0,1,DISTRICT1,TABLET,120.0
SP,2025-02-01,HEALTH CENTER,535.0,563.0,208.0,168.0,365.0,18.0,594,301.0,1000,DISTRICT29,TABLET,-347.0
SP,2024-08-01,HEALTH CENTER,2799.0,0.0,116.0,3462.0,,0.0,-555,17.0,1000,DISTRICT13,TABLET,0.0
ITN,2025-08-01,HEALTH CENTER,848.0,94.0,394.0,1059.0,,323.0,76,212.0,50,DISTRICT31,PIECE,323.0
ITN,2025-08-01,HEALTH CENTER,1428.0,0.0,98.0,320.0,,433.0,-198,75.0,50,DISTRICT13,PIECE,433.0
ACT-SC,2024-02-01,HEALTH CENTER,688.0,110.0,52.0,1984.0,,172.0,587,49.0,30,DISTRICT29,BLISTER,172.0
ART-SUP,2025-11-01,HEALTH CENTER,875.0,0.0,115.0,367.0,,0.0,31,98.0,2,DISTRICT9,CAPSULE,0.0
ACT-GC,2024-11-01,HEALTH CENTER,1462.0,7.0,602.0,1432.0,,15.0,-57,421.0,30,DISTRICT15,BLISTER,15.0
ACT-INF,2025-02-01,HEALTH CENTER,3460.0,4.0,443.0,659.0,,1.0,-77,621.0,30,DISTRICT32,BLISTER,1.0
ACT-INF,2024-08-01,HEALTH CENTER,1993.0,18.0,513.0,1083.0,,1304.0,170,637.0,30,DISTRICT20,BLISTER,1304.0
QUIN,2025-08-01,HEALTH CENTER,62.0,1.0,139.0,512.0,,4.0,-1085,184.0,1000,DISTRICT31,TABLET,4.0
