,beginning_balance,quantity_received,quantity_dispensed,total_losses_and_adjustments,stock_in_hand,months_of_stock,amc,product_group_ART,product_group_DIAG,product_group_PREV,product_group_PYRA,product_group_SP,facility_type_HOSPITAL,reporting_month_February,reporting_month_May,reporting_month_November,zone_type_URBAN,High_Transmission_Preparation_YES,stock_status_Critical,stock_status_Low,stock_status_Overstock,stock_status_Stockout
4369,347.0,313.0,565.0,-793,1030.0,2.3,448.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6867,1612.0,348.0,513.0,498,1372.0,2.7,504.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
5141,41.0,0.0,59.0,-631,17.0,0.4,46.0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
3134,12.0,11.0,8.0,-70,38.0,5.4,7.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
397,1220.0,0.0,30.0,-756,296.0,6.2,48.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
3350,1732.0,2.0,375.0,-332,172.0,0.7,245.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3556,138.0,0.0,11.0,440,1733.0,288.8,6.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
8007,1654.0,2.0,311.0,-906,436.0,1.1,413.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3706,32.0,0.0,32.0,-399,5.0,0.1,81.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4743,2206.0,9.0,395.0,39,810.0,1.4,571.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1437,1798.0,0.0,224.0,-275,578.0,7.4,78.0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
5340,1083.0,38.0,98.0,199,559.0,46.6,12.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6482,236.0,475.0,93.0,-224,850.0,14.9,57.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
233,877.0,0.0,200.0,239,113.0,0.8,133.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2705,244.0,10.0,19.0,-294,65.0,5.4,12.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
2911,705.0,78.0,497.0,-213,1211.0,2.2,544.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1725,262.0,683.0,666.0,-34,674.0,1.3,522.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7761,148.0,5.0,208.0,-334,171.0,2.9,59.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8221,742.0,268.0,129.0,-486,592.0,23.7,25.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6186,921.0,45.0,64.0,-73,132.0,3.9,34.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2727,1200.0,999.0,374.0,-55,2429.0,7.3,332.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
4843,522.0,56.0,421.0,642,1603.0,2.8,578.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3534,105.0,1.0,60.0,-160,177.0,5.4,33.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5741,1093.0,0.0,147.0,692,587.0,5.5,107.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7899,368.0,0.0,109.0,653,682.0,52.5,13.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5149,2322.0,1.0,596.0,42,1485.0,8.5,174.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7268,2297.0,13.0,464.0,475,2309.0,8.6,269.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
376,228.0,21.0,119.0,43,366.0,4.3,85.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1850,396.0,50.0,165.0,-196,892.0,3.9,231.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3235,1934.0,1.0,179.0,351,2216.0,21.7,102.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5168,2107.0,1.0,979.0,52,363.0,0.4,916.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
6292,2084.0,1.0,529.0,222,476.0,1.3,373.0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
6298,477.0,13.0,265.0,-500,394.0,1.3,297.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2916,259.0,13.0,128.0,642,569.0,12.9,44.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5216,656.0,3130.0,942.0,-294,297.0,0.5,656.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
8242,183.0,10.0,17.0,421,43.0,21.5,2.0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0
2346,604.0,3.0,378.0,225,897.0,9.3,96.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1007,32.0,21.0,35.0,-449,284.0,6.0,47.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
7985,2451.0,520.0,726.0,83,2054.0,3.0,676.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
6866,2024.0,4.0,421.0,-113,857.0,2.0,434.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
2365,56.0,484.0,320.0,-136,252.0,2.8,89.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7725,1107.0,238.0,170.0,-202,1329.0,10.5,127.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
363,1157.0,0.0,31.0,155,348.0,43.5,8.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3621,733.0,130.0,9.0,-134,277.0,34.6,8.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
6012,2037.0,0.0,280.0,-517,729.0,2.0,368.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5413,591.0,16.0,179.0,-188,339.0,11.3,30.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
3071,774.0,16.0,91.0,495,339.0,2.4,139.0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
642,585.0,1926.0,427.0,573,2368.0,19.6,121.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4204,108.0,87.0,168.0,232,37.0,0.3,117.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
226,463.0,398.0,220.0,-158,1173.0,3.5,336.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1142,219.0,170.0,359.0,400,1257.0,8.1,156.0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
3821,657.0,1.0,125.0,-489,368.0,12.7,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4824,2387.0,0.0,193.0,-426,3181.0,10.4,306.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
1371,3982.0,100.0,561.0,290,3031.0,6.4,472.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2552,2704.0,6.0,488.0,-85,3204.0,20.4,157.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5073,1669.0,2.0,320.0,-335,1412.0,2.2,653.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
8314,57.0,118.0,42.0,191,343.0,9.8,35.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
891,3958.0,825.0,998.0,-743,2886.0,4.8,599.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1643,57.0,45.0,256.0,-98,477.0,3.9,122.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3024,1225.0,132.0,322.0,590,1401.0,10.6,132.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2799,1277.0,3.0,411.0,-109,617.0,1.8,352.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
4426,3502.0,2.0,278.0,-221,1528.0,6.9,222.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5771,2363.0,445.0,238.0,537,2951.0,113.5,26.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
2059,1048.0,428.0,348.0,324,715.0,2.0,351.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
1284,4176.0,11.0,256.0,-544,633.0,5.1,123.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
4794,1152.0,0.0,198.0,195,566.0,4.4,128.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2081,1684.0,0.0,295.0,251,3042.0,10.7,284.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
481,331.0,1.0,235.0,223,743.0,4.6,161.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5401,14.0,14.0,19.0,291,28.0,28.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4099,2905.0,1.0,541.0,-637,697.0,1.6,429.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6183,276.0,362.0,459.0,339,874.0,3.4,257.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
4523,655.0,3.0,301.0,-561,316.0,10.2,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5065,401.0,40.0,73.0,-128,202.0,1.7,116.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1209,3655.0,1.0,819.0,-76,2793.0,2.6,1086.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
8241,1261.0,0.0,215.0,-552,779.0,9.6,81.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
8073,1581.0,0.0,117.0,549,640.0,13.1,49.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
6096,1813.0,839.0,465.0,-99,4854.0,11.2,435.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
7914,2834.0,9.0,477.0,206,1263.0,10.0,126.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7670,2258.0,29.0,331.0,-178,2710.0,11.7,231.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4217,911.0,11.0,95.0,-47,422.0,19.2,22.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
8255,581.0,3.0,9.0,617,649.0,162.2,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1916,4828.0,1549.0,1379.0,-266,5916.0,1.9,3074.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7382,4170.0,9.0,657.0,-4,4113.0,25.5,161.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2951,64.0,638.0,17.0,83,884.0,442.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3795,98.0,224.0,198.0,83,47.0,1.6,29.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
827,1829.0,1.0,340.0,546,772.0,1.3,574.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3404,3223.0,0.0,386.0,720,717.0,12.4,58.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3867,261.0,69.0,131.0,176,208.0,6.1,34.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1732,1341.0,261.0,147.0,68,2322.0,32.2,72.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7435,489.0,0.0,271.0,-385,521.0,3.4,155.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4785,21.0,2.0,6.0,-435,9.0,2.2,4.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
431,3328.0,0.0,705.0,-677,2135.0,3.5,612.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6592,65.0,1061.0,74.0,-313,249.0,7.5,33.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1653,3380.0,465.0,1293.0,109,1921.0,1.6,1188.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2301,1503.0,2.0,471.0,-27,686.0,3.1,220.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3536,3002.0,0.0,205.0,554,515.0,3.2,161.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
362,1815.0,35.0,296.0,48,1548.0,1.7,913.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
6651,3963.0,0.0,518.0,-498,2622.0,10.0,262.0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
3994,8.0,331.0,58.0,-139,53.0,0.9,59.0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
6703,8364.0,2.0,1269.0,-832,1612.0,2.0,793.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5296,1203.0,378.0,183.0,-674,1131.0,23.6,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3749,2971.0,1063.0,1174.0,-165,3441.0,3.4,1015.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4441,1970.0,19.0,474.0,-15,1871.0,6.0,313.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
8510,563.0,43.0,267.0,-199,1512.0,3.2,468.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
5132,1739.0,0.0,192.0,279,1582.0,11.2,141.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
6679,480.0,0.0,255.0,62,196.0,0.8,247.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
6537,6069.0,297.0,793.0,61,3509.0,3.9,911.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5705,868.0,394.0,634.0,209,1341.0,2.6,525.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
1383,494.0,197.0,253.0,-133,321.0,0.6,510.0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
6236,103.0,0.0,14.0,180,57.0,11.4,5.0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
4916,5435.0,435.0,1879.0,-45,6024.0,2.8,2148.0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
953,326.0,65.0,682.0,276,456.0,1.6,278.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5549,2104.0,0.0,398.0,-548,1952.0,4.3,459.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
4547,654.0,0.0,32.0,-24,291.0,13.9,21.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8438,2062.0,306.0,569.0,146,1247.0,2.6,482.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
4499,6628.0,45.0,3164.0,-602,5691.0,1.9,3050.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1516,938.0,0.0,319.0,-256,2094.0,18.2,115.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7871,1708.0,10.0,252.0,235,689.0,4.9,142.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1417,234.0,2.0,16.0,407,81.0,3.4,24.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2828,94.0,0.0,21.0,-43,25.0,1.6,16.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7580,903.0,81.0,405.0,-280,1055.0,3.1,341.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6108,265.0,285.0,154.0,-678,2256.0,32.2,70.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
704,2339.0,0.0,548.0,-79,785.0,2.6,306.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6927,1764.0,833.0,625.0,-567,1111.0,1.7,669.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
7130,870.0,199.0,79.0,-145,387.0,5.9,66.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
3847,6645.0,17.0,1011.0,-169,3566.0,3.5,1029.0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
6784,2626.0,787.0,739.0,433,1534.0,1.8,865.0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
5754,697.0,196.0,530.0,444,1805.0,3.2,564.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
4798,382.0,1.0,55.0,211,367.0,5.4,68.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
617,1587.0,153.0,313.0,-439,1137.0,13.2,86.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4925,1516.0,9.0,361.0,-369,1223.0,3.8,322.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8517,5114.0,22.0,1930.0,15,3428.0,1.9,1835.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6613,4973.0,273.0,1079.0,153,2171.0,3.1,698.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3403,1581.0,0.0,380.0,-289,856.0,4.8,179.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5944,754.0,974.0,750.0,487,1483.0,2.1,703.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
4055,866.0,9.0,220.0,228,1601.0,11.4,140.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5517,415.0,27.0,541.0,817,140.0,0.2,605.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5994,1.0,4.0,13.0,238,6.0,2.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
32,224.0,3.0,194.0,75,600.0,3.0,200.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
6750,1006.0,61.0,357.0,-425,186.0,0.9,209.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
3500,1205.0,28.0,287.0,-504,1251.0,8.1,155.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6366,1128.0,1.0,66.0,987,513.0,9.5,54.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6008,961.0,0.0,567.0,-16,978.0,4.3,229.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4010,426.0,13.0,516.0,-237,308.0,0.3,1069.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2120,210.0,49.0,351.0,-131,476.0,3.0,157.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8525,1948.0,350.0,365.0,120,1687.0,4.3,396.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
895,539.0,0.0,241.0,310,123.0,6.8,18.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1438,90.0,2.0,78.0,206,171.0,17.1,10.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1941,2391.0,0.0,110.0,488,426.0,17.0,25.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
8326,116.0,12.0,159.0,286,255.0,3.5,72.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5619,300.0,324.0,498.0,-291,1326.0,2.4,544.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1074,893.0,0.0,71.0,444,934.0,22.2,42.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1152,810.0,7.0,346.0,-92,1677.0,10.5,159.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2297,845.0,94.0,412.0,-40,769.0,2.8,273.0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
7813,211.0,0.0,148.0,139,637.0,15.2,42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2495,117.0,0.0,34.0,-623,176.0,35.2,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4922,3743.0,0.0,305.0,279,5337.0,17.9,298.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
5407,185.0,19.0,11.0,-252,645.0,40.3,16.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
852,3589.0,8.0,604.0,490,4103.0,6.6,626.0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
6325,956.0,34.0,404.0,303,792.0,2.4,336.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3080,507.0,9.0,200.0,450,309.0,1.2,251.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4741,890.0,142.0,577.0,-639,2343.0,4.9,477.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8457,4978.0,0.0,391.0,-927,2682.0,9.5,281.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8738,632.0,713.0,272.0,298,1421.0,3.6,390.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2044,651.0,2.0,72.0,267,1476.0,21.7,68.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
549,838.0,653.0,424.0,216,2219.0,14.0,158.0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
8031,13.0,68.0,6.0,-178,37.0,6.2,6.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4250,850.0,453.0,496.0,-282,2064.0,2.8,733.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3643,6757.0,80.0,203.0,-645,4931.0,56.0,88.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5022,1464.0,36.0,271.0,-163,1213.0,6.7,180.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2785,68.0,495.0,26.0,-448,195.0,13.9,14.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5525,91.0,1.0,103.0,-1012,38.0,0.8,45.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
979,149.0,0.0,64.0,37,252.0,3.7,69.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
591,2007.0,31.0,390.0,665,498.0,1.7,287.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
8000,879.0,47.0,363.0,-1050,1620.0,7.6,212.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1806,2322.0,410.0,1020.0,270,1897.0,1.2,1546.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
8642,1452.0,1.0,388.0,872,188.0,0.4,433.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1073,419.0,2205.0,233.0,-320,1682.0,25.1,67.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3820,180.0,1.0,167.0,-15,116.0,0.4,268.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
4855,155.0,64.0,546.0,109,347.0,0.9,371.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3599,2144.0,22.0,174.0,-258,101.0,4.2,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5768,220.0,0.0,867.0,723,300.0,1.3,227.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
6326,209.0,0.0,20.0,-959,62.0,10.3,6.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
5831,832.0,2241.0,294.0,595,1172.0,8.7,135.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
121,645.0,385.0,664.0,735,2033.0,4.0,503.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1686,522.0,222.0,210.0,-673,248.0,0.5,503.0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
896,310.0,0.0,72.0,-618,45.0,1.3,35.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5952,740.0,0.0,217.0,260,788.0,12.7,62.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
688,1163.0,1549.0,695.0,666,3429.0,4.2,822.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7820,146.0,0.0,89.0,65,39.0,0.5,86.0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0
6953,1118.0,574.0,53.0,-43,1334.0,35.1,38.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7411,58.0,167.0,180.0,-49,165.0,1.4,120.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6917,715.0,0.0,28.0,60,1611.0,46.0,35.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7457,440.0,237.0,225.0,166,1193.0,11.9,100.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
6872,292.0,0.0,311.0,1274,709.0,12.7,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3573,42.0,106.0,22.0,-336,165.0,82.5,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
8231,107.0,0.0,27.0,-233,86.0,5.4,16.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
248,59.0,444.0,46.0,369,18.0,9.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1578,22.0,374.0,33.0,49,23.0,1.8,13.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
6839,2555.0,0.0,575.0,-228,2619.0,24.2,108.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2250,4329.0,14.0,425.0,-267,1570.0,7.5,209.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2646,1069.0,34.0,228.0,-926,442.0,1.5,298.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
5192,262.0,15.0,181.0,151,33.0,2.5,13.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4787,561.0,321.0,396.0,182,2125.0,4.3,498.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1904,306.0,4.0,192.0,-224,188.0,1.2,161.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2781,1882.0,20.0,444.0,384,2267.0,7.0,323.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4867,3134.0,9.0,480.0,671,1619.0,4.5,356.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2860,637.0,3.0,754.0,-501,265.0,0.3,903.0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
8343,382.0,1.0,121.0,90,2021.0,5.3,384.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
6436,268.0,802.0,400.0,512,1670.0,8.4,200.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7752,935.0,33.0,120.0,85,248.0,8.3,30.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
19,7757.0,1215.0,1688.0,86,5216.0,3.6,1441.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
4061,172.0,45.0,271.0,-334,1095.0,4.5,241.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3972,320.0,553.0,213.0,460,1163.0,6.2,189.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6100,7993.0,20.0,929.0,-493,4037.0,4.4,919.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4123,1311.0,0.0,193.0,-66,865.0,3.4,251.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2463,582.0,0.0,388.0,-465,1048.0,2.9,360.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3445,194.0,250.0,76.0,490,826.0,31.8,26.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2456,617.0,0.0,776.0,3,264.0,0.4,657.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
995,608.0,1.0,310.0,378,1076.0,2.1,508.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7084,102.0,166.0,26.0,-485,157.0,6.8,23.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
180,881.0,159.0,865.0,624,1208.0,1.6,771.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1477,34.0,0.0,32.0,289,18.0,1.1,16.0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
3465,3949.0,213.0,849.0,233,8639.0,14.4,601.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2525,895.0,272.0,212.0,365,985.0,2.0,494.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
499,235.0,0.0,17.0,234,538.0,14.2,38.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5844,476.0,893.0,341.0,15,1163.0,36.3,32.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
538,5313.0,0.0,319.0,-36,2976.0,6.2,480.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
