product_primary_name,processing_periods_name,facility_type_name,beginning_balance,quantity_received,quantity_dispensed,stock_in_hand,quantity_requested,quantity_approved,total_losses_and_adjustments,amc,pack_size,zone,dispensing_unit
PYRA-COMP,2025-06-01,HEALTH CENTER,357.0,237.0,52.0,251.0,,473.0,-518,27.0,1,DISTRICT16,TABLET
ART-SUP,2025-10-01,HEALTH CENTER,14.0,1.0,65.0,15.0,,2040.0,-554,30.0,2,DISTRICT31,CAPSULE
PYRA-SAC,2024-08-01,DISTRICT HOSPITAL,838.0,653.0,424.0,2219.0,716.0,149.0,216,158.0,1,DISTRICT36,SACHET
ACT-SC,2025-04-01,HEALTH CENTER,1198.0,84.0,838.0,1556.0,,5.0,95,681.0,30,DISTRICT33,BLISTER
QUIN,2024-07-01,HEALTH CENTER,1418.0,282.0,455.0,2843.0,,,-229,831.0,1000,DISTRICT38,TABLET
SP,2024-05-01,HEALTH CENTER,5948.0,522.0,1217.0,8314.0,,84.0,785,1243.0,1000,DISTRICT33,TABLET
PYRA-SAC,2025-04-01,DISTRICT HOSPITAL,78.0,420.0,22.0,591.0,,65.0,-463,4.0,1,DISTRICT16,SACHET
ART-INJ,2025-08-01,HEALTH CENTER,205.0,146.0,125.0,199.0,667.0,,-26,29.0,5,DISTRICT2,VIAL
ACT-INF,2025-03-01,HEALTH CENTER,3200.0,0.0,414.0,1347.0,,165.0,-388,398.0,30,DISTRICT32,BLISTER
RDT,2024-10-01,HEALTH CENTER,141.0,13.0,156.0,142.0,,,-267,131.0,25,DISTRICT35,PIECE
ACT-SC,2024-03-01,HEALTH CENTER,353.0,0.0,21.0,25.0,,472.0,-84,34.0,30,DISTRICT35,BLISTER
QUIN,2023-12-01,HEALTH CENTER,507.0,215.0,579.0,1123.0,,1303.0,864,341.0,1000,DISTRICT3,TABLET
ART-INJ,2025-09-01,HEALTH CENTER,7550.0,0.0,1470.0,3393.0,,848.0,49,1278.0,5,DISTRICT26,VIAL
ACT-GC,2024-01-01,HEALTH CENTER,1380.0,588.0,225.0,1102.0,399.0,0.0,96,126.0,30,DISTRICT23,BLISTER
ART-INJ,2024-11-01,DISTRICT HOSPITAL,41.0,0.0,19.0,7.0,,,-522,2.0,5,DISTRICT15,VIAL
ART-SUP,2025-02-01,HEALTH CENTER,1274.0,21.0,100.0,624.0,725.0,7.0,-806,101.0,2,DISTRICT13,CAPSULE
ACT-GC,2025-05-01,HEALTH CENTER,4117.0,194.0,1337.0,2132.0,,2023.0,-302,1861.0,30,DISTRICT15,BLISTER
ACT-INF,2024-08-01,DISTRICT HOSPITAL,603.0,28.0,49.0,815.0,,21.0,-148,13.0,30,DISTRICT3,BLISTER
ACT-GC,2024-05-01,HEALTH CENTER,3281.0,5.0,881.0,1740.0,1443.0,9799.0,-280,1192.0,30,DISTRICT11,BLISTER
ART-SUP,2024-10-01,DISTRICT HOSPITAL,3657.0,0.0,545.0,2634.0,,7827.0,312,253.0,2,DISTRICT31,CAPSULE
PYRA-COMP,2025-05-01,HEALTH CENTER,154.0,1048.0,130.0,270.0,,12.0,145,77.0,1,DISTRICT4,TABLET
RDT,2024-04-01,HEALTH CENTER,230.0,0.0,9.0,570.0,,0.0,701,1.0,25,DISTRICT8,PIECE
ACT-GC,2024-04-01,HEALTH CENTER,19.0,1.0,22.0,29.0,,12.0,635,24.0,30,DISTRICT19,BLISTER
ITN,2024-10-01,HEALTH CENTER,17.0,541.0,30.0,318.0,,0.0,328,12.0,50,DISTRICT1,PIECE
ITN,2024-03-01,HEALTH CENTER,1221.0,5.0,81.0,531.0,,0.0,120,33.0,50,DISTRICT23,PIECE
ACT-SC,2024-04-01,REGIONAL HOSPITAL,1.0,0.0,4.0,8.0,442.0,1.0,-11,0.0,30,DISTRICT30,BLISTER
ACT-GC,2025-03-01,HEALTH CENTER,0.0,96.0,33.0,29.0,629.0,8.0,-250,20.0,30,DISTRICT6,BLISTER
ACT-AD,2025-09-01,HEALTH CENTER,6.0,252.0,13.0,24.0,,22.0,226,6.0,30,DISTRICT25,BLISTER
PYRA-COMP,2025-03-01,HEALTH CENTER,63.0,1.0,3.0,214.0,386.0,8.0,-576,4.0,1,DISTRICT25,TABLET
ART-SUP,2024-11-01,HEALTH CENTER,1597.0,2.0,505.0,1337.0,1432.0,1418.0,892,195.0,2,DISTRICT29,CAPSULE
ACT-GC,2024-07-01,HEALTH CENTER,1.0,0.0,0.0,1.0,,0.0,0,0.0,30,DISTRICT32,BLISTER
ACT-INF,2024-04-01,DISTRICT HOSPITAL,1755.0,7.0,216.0,309.0,,925.0,-113,234.0,30,DISTRICT26,BLISTER
ART-SUP,2024-07-01,HEALTH CENTER,48.0,4.0,17.0,438.0,,1644.0,155,4.0,2,DISTRICT31,CAPSULE
ACT-GC,2024-04-01,HEALTH CENTER,3259.0,16.0,407.0,966.0,,,-585,650.0,30,DISTRICT31,BLISTER
ART-SUP,2024-05-01,HEALTH CENTER,2050.0,1.0,153.0,878.0,813.0,257.0,135,92.0,2,DISTRICT10,CAPSULE
PYRA-COMP,2024-05-01,HEALTH CENTER,3680.0,65.0,1823.0,3065.0,,8478.0,400,1559.0,1,DISTRICT7,TABLET
ART-INJ,2024-05-01,HEALTH CENTER,421.0,152.0,376.0,812.0,,163.0,-156,307.0,5,DISTRICT33,VIAL
ART-SUP,2024-07-01,HEALTH CENTER,133.0,141.0,250.0,97.0,,5528.0,304,201.0,2,DISTRICT15,CAPSULE
ACT-GC,2024-01-01,HEALTH CENTER,20.0,2.0,5.0,223.0,,,-234,1.0,30,DISTRICT23,BLISTER
PYRA-SAC,2024-01-01,HEALTH CENTER,158.0,56.0,272.0,87.0,1171.0,1356.0,54,151.0,1,DISTRICT28,SACHET
ART-SUP,2024-10-01,NATIONAL HOSPITAL,1931.0,229.0,607.0,1147.0,1339.0,1759.0,374,939.0,2,DISTRICT23,CAPSULE
ACT-AD,2024-02-01,HEALTH CENTER,305.0,25.0,221.0,823.0,558.0,46.0,-187,149.0,30,DISTRICT19,BLISTER
ACT-INF,2024-02-01,DISTRICT HOSPITAL,16.0,11.0,0.0,3.0,,0.0,-408,0.0,30,DISTRICT13,BLISTER
QUIN,2025-10-01,DISTRICT HOSPITAL,520.0,1.0,86.0,1050.0,,0.0,-311,121.0,1000,DISTRICT32,TABLET
ACT-SC,2023-12-01,HEALTH CENTER,427.0,120.0,157.0,1254.0,,8.0,-369,154.0,30,DISTRICT23,BLISTER
ACT-SC,2025-02-01,HEALTH CENTER,1518.0,28.0,202.0,1619.0,,,567,116.0,30,DISTRICT29,BLISTER
ITN,2025-02-01,HEALTH CENTER,1060.0,2.0,119.0,135.0,,,-463,90.0,50,DISTRICT26,PIECE
ART-INJ,2024-12-01,HEALTH CENTER,54.0,1174.0,15.0,949.0,,0.0,-116,3.0,5,DISTRICT16,VIAL
ACT-GC,2025-10-01,HEALTH CENTER,75.0,2147.0,128.0,232.0,1035.0,4722.0,585,122.0,30,DISTRICT20,BLISTER
ACT-GC,2025-01-01,HEALTH CENTER,503.0,0.0,10.0,75.0,,1.0,-155,22.0,30,DISTRICT5,BLISTER
SP,2024-11-01,HEALTH CENTER,3722.0,25.0,320.0,1779.0,918.0,10.0,155,141.0,1000,DISTRICT29,TABLET
ART-INJ,2024-04-01,HEALTH CENTER,6224.0,0.0,864.0,5799.0,,214.0,398,788.0,5,DISTRICT17,VIAL
ITN,2025-05-01,HEALTH CENTER,80.0,74.0,133.0,101.0,,3501.0,229,104.0,50,DISTRICT29,PIECE
ART-SUP,2025-09-01,HEALTH CENTER,3488.0,7.0,652.0,2444.0,,64.0,503,891.0,2,DISTRICT2,CAPSULE
ACT-INF,2025-02-01,HEALTH CENTER,22.0,0.0,79.0,147.0,,119.0,-259,9.0,30,DISTRICT5,BLISTER
ACT-SC,2023-12-01,HEALTH CENTER,1357.0,47.0,80.0,902.0,1887.0,12170.0,-296,100.0,30,DISTRICT29,BLISTER
SP,2025-08-01,HEALTH CENTER,113.0,0.0,14.0,467.0,,0.0,91,1.0,1000,DISTRICT5,TABLET
RDT,2025-02-01,HEALTH CENTER,22.0,68.0,8.0,109.0,,7.0,-171,0.0,25,DISTRICT35,PIECE
ACT-AD,2025-04-01,HEALTH CENTER,2274.0,363.0,1001.0,5001.0,790.0,285.0,214,2024.0,30,DISTRICT23,BLISTER
SP,2024-01-01,HEALTH CENTER,101.0,0.0,10.0,17.0,161.0,1507.0,-463,15.0,1000,DISTRICT29,TABLET
ART-INJ,2025-10-01,HEALTH CENTER,103.0,24.0,55.0,218.0,138.0,0.0,-496,23.0,5,DISTRICT22,VIAL
PYRA-COMP,2024-10-01,HEALTH CENTER,1433.0,373.0,77.0,1815.0,,,452,16.0,1,DISTRICT9,TABLET
ITN,2024-03-01,HEALTH CENTER,344.0,35.0,66.0,924.0,,2887.0,334,14.0,50,DISTRICT33,PIECE
ACT-SC,2025-06-01,HEALTH CENTER,14.0,262.0,290.0,534.0,,343.0,682,60.0,30,DISTRICT15,BLISTER
ART-SUP,2025-02-01,HEALTH CENTER,460.0,515.0,349.0,628.0,,,155,328.0,2,DISTRICT6,CAPSULE
PYRA-SAC,2025-04-01,HEALTH CENTER,403.0,365.0,292.0,761.0,,0.0,369,93.0,1,DISTRICT23,SACHET
ART-INJ,2025-02-01,HEALTH CENTER,56.0,496.0,30.0,602.0,486.0,,-74,20.0,5,DISTRICT28,VIAL
ART-INJ,2024-12-01,HEALTH CENTER,1781.0,835.0,414.0,3514.0,,498.0,331,388.0,5,DISTRICT24,VIAL
RDT,2025-04-01,DISTRICT HOSPITAL,542.0,1.0,69.0,575.0,,683.0,-264,79.0,25,DISTRICT31,PIECE
QUIN,2025-01-01,HEALTH CENTER,229.0,8.0,316.0,695.0,1574.0,,259,94.0,1000,DISTRICT19,TABLET
ACT-GC,2024-05-01,HEALTH CENTER,872.0,92.0,277.0,1391.0,,3333.0,-116,470.0,30,DISTRICT5,BLISTER
ITN,2025-02-01,HEALTH CENTER,26.0,3.0,34.0,148.0,505.0,0.0,570,31.0,50,DISTRICT35,PIECE
ACT-AD,2024-06-01,HEALTH CENTER,101.0,0.0,118.0,280.0,,3514.0,158,96.0,30,DISTRICT11,BLISTER
RDT,2025-08-01,HEALTH CENTER,710.0,0.0,179.0,1672.0,,1.0,371,84.0,25,DISTRICT17,PIECE
PYRA-SAC,2024-08-01,HEALTH CENTER,2753.0,1104.0,756.0,2350.0,,357.0,88,526.0,1,DISTRICT31,SACHET
ACT-SC,2025-02-01,HEALTH CENTER,406.0,0.0,4.0,262.0,,0.0,-719,0.0,30,DISTRICT23,BLISTER
QUIN,2024-02-01,HEALTH CENTER,4793.0,1204.0,1073.0,5060.0,,3.0,994,661.0,1000,DISTRICT21,TABLET
ART-SUP,2023-12-01,HEALTH CENTER,774.0,0.0,154.0,248.0,,50.0,-80,48.0,2,DISTRICT13,CAPSULE
ACT-GC,2025-04-01,DISTRICT HOSPITAL,2806.0,0.0,158.0,2374.0,,0.0,834,122.0,30,DISTRICT38,BLISTER
ART-INJ,2024-12-01,HEALTH CENTER,1938.0,96.0,532.0,1535.0,1514.0,712.0,312,426.0,5,DISTRICT19,VIAL
ACT-AD,2025-06-01,HEALTH CENTER,90.0,155.0,11.0,232.0,,,-10,25.0,30,DISTRICT28,BLISTER
ACT-INF,2024-07-01,REGIONAL HOSPITAL,603.0,3.0,303.0,126.0,1955.0,102.0,-91,141.0,30,DISTRICT9,BLISTER
ACT-AD,2024-02-01,HEALTH CENTER,4.0,0.0,28.0,5.0,,1.0,-212,2.0,30,DISTRICT9,BLISTER
ART-SUP,2025-09-01,HEALTH CENTER,4333.0,680.0,1077.0,5698.0,,0.0,-552,317.0,2,DISTRICT25,CAPSULE
ART-SUP,2024-01-01,HEALTH CENTER,2819.0,0.0,818.0,971.0,188.0,0.0,-457,614.0,2,DISTRICT1,CAPSULE
ACT-GC,2025-05-01,HEALTH CENTER,301.0,2.0,7.0,602.0,,0.0,296,1.0,30,DISTRICT28,BLISTER
ART-INJ,2025-08-01,HEALTH CENTER,559.0,1.0,54.0,646.0,,1.0,504,29.0,5,DISTRICT14,VIAL
QUIN,2025-07-01,HEALTH CENTER,509.0,11.0,43.0,807.0,,103.0,516,67.0,1000,DISTRICT31,TABLET
RDT,2024-10-01,HEALTH CENTER,702.0,46.0,103.0,405.0,,0.0,-1103,20.0,25,DISTRICT18,PIECE
PYRA-SAC,2025-03-01,HEALTH CENTER,1416.0,154.0,743.0,1074.0,,4197.0,1093,441.0,1,DISTRICT8,SACHET
ACT-AD,2024-11-01,HEALTH CENTER,158.0,0.0,44.0,101.0,,,-101,10.0,30,DISTRICT26,BLISTER
ACT-GC,2024-04-01,HEALTH CENTER,2201.0,0.0,132.0,1367.0,,0.0,-91,14.0,30,DISTRICT8,BLISTER
QUIN,2024-08-01,DISTRICT HOSPITAL,2628.0,185.0,352.0,1625.0,,0.0,-445,228.0,1000,DISTRICT16,TABLET
SP,2024-10-01,HEALTH CENTER,138.0,116.0,61.0,410.0,655.0,,241,22.0,1000,DISTRICT3,TABLET
ITN,2024-06-01,HEALTH CENTER,249.0,280.0,213.0,475.0,,550.0,-96,168.0,50,DISTRICT30,PIECE
ART-INJ,2025-06-01,HEALTH CENTER,989.0,1.0,8.0,306.0,1089.0,0.0,-670,1.0,5,DISTRICT28,VIAL
QUIN,2024-06-01,HEALTH CENTER,2414.0,60.0,687.0,2765.0,461.0,4.0,-249,677.0,1000,DISTRICT14,TABLET
ACT-AD,2025-10-01,HEALTH CENTER,356.0,156.0,207.0,919.0,1126.0,,445,304.0,30,DISTRICT26,BLISTER
ART-INJ,2024-02-01,HEALTH CENTER,596.0,220.0,617.0,2242.0,,0.0,265,413.0,5,DISTRICT13,VIAL
ART-SUP,2024-06-01,HEALTH CENTER,526.0,35.0,296.0,2199.0,,0.0,78,112.0,2,DISTRICT23,CAPSULE
ITN,2025-11-01,HEALTH CENTER,1249.0,0.0,283.0,703.0,,,-531,288.0,50,DISTRICT38,PIECE
SP,2024-01-01,HEALTH CENTER,126.0,1.0,40.0,374.0,,161.0,-6,98.0,1000,DISTRICT37,TABLET
ITN,2025-06-01,DISTRICT HOSPITAL,1323.0,147.0,95.0,329.0,,243.0,94,76.0,50,DISTRICT31,PIECE
PYRA-SAC,2025-03-01,HEALTH CENTER,337.0,12.0,400.0,2312.0,675.0,74.0,-435,138.0,1,DISTRICT31,SACHET
ACT-INF,2024-06-01,HEALTH CENTER,112.0,3.0,1.0,22.0,,,-552,1.0,30,DISTRICT37,BLISTER
SP,2025-11-01,HEALTH CENTER,517.0,0.0,149.0,171.0,860.0,,144,81.0,1000,DISTRICT10,TABLET
ART-INJ,2025-11-01,HEALTH CENTER,150.0,15.0,183.0,570.0,,285.0,652,33.0,5,DISTRICT11,VIAL
ACT-GC,2024-09-01,HEALTH CENTER,119.0,0.0,29.0,27.0,,0.0,1202,1.0,30,DISTRICT2,BLISTER
PYRA-COMP,2025-07-01,HEALTH CENTER,2697.0,1.0,119.0,1980.0,,16.0,-349,104.0,1,DISTRICT9,TABLET
ART-SUP,2025-06-01,HEALTH CENTER,240.0,297.0,290.0,813.0,2557.0,1533.0,90,108.0,2,DISTRICT32,CAPSULE
PYRA-SAC,2024-11-01,HEALTH CENTER,499.0,2.0,14.0,512.0,92.0,0.0,250,13.0,1,DISTRICT25,SACHET
ACT-GC,2024-03-01,HEALTH CENTER,527.0,0.0,22.0,114.0,,,757,1.0,30,DISTRICT23,BLISTER
QUIN,2023-12-01,HEALTH CENTER,1175.0,0.0,562.0,1838.0,,156.0,-107,377.0,1000,DISTRICT23,TABLET
ART-SUP,2024-09-01,HEALTH CENTER,1972.0,46.0,677.0,683.0,369.0,34.0,567,669.0,2,DISTRICT7,CAPSULE
ACT-SC,2024-05-01,HEALTH CENTER,24.0,791.0,15.0,50.0,,0.0,-510,24.0,30,DISTRICT1,BLISTER
ITN,2023-12-01,HEALTH CENTER,131.0,123.0,8.0,258.0,,0.0,148,4.0,50,DISTRICT24,PIECE
SP,2024-11-01,HEALTH CENTER,190.0,2.0,48.0,426.0,,0.0,32,26.0,1000,DISTRICT2,TABLET
SP,2025-01-01,HEALTH CENTER,2885.0,5.0,665.0,1001.0,,8305.0,-676,922.0,1000,DISTRICT16,TABLET
ART-INJ,2024-11-01,HEALTH CENTER,2930.0,2.0,668.0,1294.0,,20887.0,439,155.0,5,DISTRICT4,VIAL
PYRA-COMP,2024-07-01,HEALTH CENTER,2589.0,308.0,551.0,1092.0,,37.0,-575,325.0,1,DISTRICT25,TABLET
PYRA-COMP,2024-11-01,HEALTH CENTER,1494.0,163.0,656.0,535.0,,1305.0,-226,505.0,1,DISTRICT36,TABLET
PYRA-COMP,2024-10-01,HEALTH CENTER,103.0,13.0,11.0,528.0,,,358,5.0,1,DISTRICT17,TABLET
ACT-AD,2024-04-01,HEALTH CENTER,14.0,0.0,3.0,37.0,363.0,27.0,139,0.0,30,DISTRICT19,BLISTER
ACT-GC,2024-01-01,HEALTH CENTER,0.0,9.0,6.0,3.0,,,-81,0.0,30,DISTRICT30,BLISTER
ACT-AD,2024-11-01,DISTRICT HOSPITAL,181.0,1036.0,129.0,2025.0,351.0,1.0,-636,96.0,30,DISTRICT24,BLISTER
PYRA-SAC,2024-06-01,HEALTH CENTER,363.0,0.0,102.0,181.0,,56.0,172,10.0,1,DISTRICT31,SACHET
ACT-GC,2025-10-01,HEALTH CENTER,1340.0,0.0,95.0,332.0,336.0,15.0,-101,30.0,30,DISTRICT2,BLISTER
ACT-GC,2024-11-01,HEALTH CENTER,2587.0,139.0,610.0,1727.0,,5.0,-741,389.0,30,DISTRICT18,BLISTER
ACT-GC,2024-06-01,HEALTH CENTER,157.0,54.0,10.0,356.0,,0.0,-462,7.0,30,DISTRICT8,BLISTER
ACT-GC,2024-05-01,HEALTH CENTER,2300.0,0.0,79.0,948.0,,,-69,131.0,30,DISTRICT13,BLISTER
ACT-GC,2024-04-01,HEALTH CENTER,59.0,238.0,193.0,487.0,364.0,60.0,21,47.0,30,DISTRICT9,BLISTER
ART-SUP,2024-10-01,HEALTH CENTER,409.0,73.0,48.0,455.0,,0.0,-521,9.0,2,DISTRICT9,CAPSULE
PYRA-COMP,2025-01-01,HEALTH CENTER,3334.0,2.0,1321.0,2344.0,1086.0,225.0,-591,784.0,1,DISTRICT29,TABLET
PYRA-COMP,2024-09-01,HEALTH CENTER,811.0,49.0,189.0,2527.0,,0.0,782,46.0,1,DISTRICT31,TABLET
ACT-AD,2025-08-01,HEALTH CENTER,480.0,0.0,155.0,209.0,,,-533,120.0,30,DISTRICT3,BLISTER
QUIN,2024-03-01,HEALTH CENTER,1733.0,0.0,220.0,154.0,,141.0,920,206.0,1000,DISTRICT1,TABLET
SP,2024-09-01,HEALTH CENTER,749.0,3.0,39.0,761.0,,0.0,462,18.0,1000,DISTRICT28,TABLET
ART-SUP,2024-06-01,HEALTH CENTER,635.0,40.0,260.0,113.0,,,-470,53.0,2,DISTRICT10,CAPSULE
PYRA-SAC,2025-01-01,HEALTH CENTER,1979.0,10.0,243.0,1852.0,,1.0,709,154.0,1,DISTRICT26,SACHET
ACT-GC,2024-11-01,HEALTH CENTER,2350.0,70.0,600.0,4487.0,361.0,26.0,-862,457.0,30,DISTRICT9,BLISTER
ACT-GC,2025-04-01,DISTRICT HOSPITAL,41.0,583.0,113.0,840.0,,,-596,74.0,30,DISTRICT25,BLISTER
PYRA-COMP,2024-12-01,HEALTH CENTER,1880.0,93.0,176.0,1992.0,,,201,371.0,1,DISTRICT27,TABLET
ACT-AD,2025-11-01,HEALTH CENTER,91.0,104.0,61.0,521.0,,0.0,612,4.0,30,DISTRICT32,BLISTER
SP,2024-04-01,HEALTH CENTER,322.0,0.0,152.0,305.0,,0.0,630,18.0,1000,DISTRICT23,TABLET
ACT-SC,2024-06-01,HEALTH CENTER,168.0,27.0,231.0,537.0,,2.0,511,54.0,30,DISTRICT38,BLISTER
ACT-GC,2025-10-01,HEALTH CENTER,22.0,0.0,20.0,27.0,,0.0,-808,0.0,30,DISTRICT3,BLISTER
ART-SUP,2025-08-01,HEALTH CENTER,1472.0,0.0,186.0,535.0,,410.0,961,25.0,2,DISTRICT9,CAPSULE
SP,2024-03-01,HEALTH CENTER,3555.0,73.0,2247.0,2010.0,,11024.0,-295,1837.0,1000,DISTRICT10,TABLET
ART-SUP,2024-08-01,HEALTH CENTER,847.0,51.0,18.0,66.0,,,356,15.0,2,DISTRICT28,CAPSULE
ITN,2024-07-01,REGIONAL HOSPITAL,318.0,0.0,17.0,273.0,627.0,0.0,104,0.0,50,DISTRICT32,PIECE
RDT,2024-08-01,HEALTH CENTER,3894.0,24.0,759.0,7399.0,,107.0,386,622.0,25,DISTRICT33,PIECE
ART-INJ,2024-01-01,HEALTH CENTER,1155.0,10.0,67.0,1042.0,,0.0,70,11.0,5,DISTRICT32,VIAL
QUIN,2025-09-01,HEALTH CENTER,2129.0,204.0,604.0,1890.0,,3082.0,-82,264.0,1000,DISTRICT16,TABLET
ACT-AD,2025-02-01,HEALTH CENTER,667.0,482.0,366.0,1626.0,,78.0,-185,297.0,30,DISTRICT25,BLISTER
SP,2025-04-01,HEALTH CENTER,2734.0,0.0,637.0,2077.0,,,81,730.0,1000,DISTRICT1,TABLET
ACT-SC,2024-12-01,DISTRICT HOSPITAL,1452.0,0.0,22.0,461.0,,8.0,224,3.0,30,DISTRICT25,BLISTER
ACT-INF,2024-01-01,HEALTH CENTER,1296.0,607.0,173.0,2285.0,,,63,113.0,30,DISTRICT24,BLISTER
ACT-SC,2024-05-01,HEALTH CENTER,2007.0,31.0,390.0,498.0,,0.0,665,287.0,30,DISTRICT35,BLISTER
ACT-INF,2024-03-01,HEALTH CENTER,41.0,0.0,34.0,281.0,968.0,0.0,-30,33.0,30,DISTRICT9,BLISTER
PYRA-COMP,2024-02-01,HEALTH CENTER,56.0,153.0,65.0,210.0,681.0,168.0,313,8.0,1,DISTRICT37,TABLET
ART-INJ,2025-08-01,HEALTH CENTER,686.0,0.0,14.0,850.0,,0.0,4,1.0,5,DISTRICT7,VIAL
PYRA-COMP,2025-03-01,HEALTH CENTER,932.0,28.0,129.0,551.0,,0.0,145,100.0,1,DISTRICT28,TABLET
ACT-GC,2024-07-01,HEALTH CENTER,1938.0,144.0,837.0,3039.0,,0.0,-118,600.0,30,DISTRICT38,BLISTER
ACT-GC,2025-09-01,HEALTH CENTER,530.0,0.0,120.0,459.0,,108.0,655,39.0,30,DISTRICT35,BLISTER
ART-SUP,2024-01-01,HEALTH CENTER,84.0,281.0,166.0,249.0,,0.0,-333,47.0,2,DISTRICT30,CAPSULE
PYRA-SAC,2025-05-01,HEALTH CENTER,423.0,22.0,75.0,715.0,469.0,0.0,-30,5.0,1,DISTRICT27,SACHET
ACT-SC,2024-06-01,HEALTH CENTER,391.0,0.0,87.0,694.0,,36.0,-445,102.0,30,DISTRICT17,BLISTER
ACT-AD,2025-10-01,HEALTH CENTER,119.0,6.0,0.0,1251.0,,,808,1.0,30,DISTRICT3,BLISTER
SP,2024-02-01,HEALTH CENTER,5612.0,2.0,485.0,2001.0,905.0,62.0,-329,546.0,1000,DISTRICT2,TABLET
ACT-GC,2024-10-01,HEALTH CENTER,2814.0,529.0,1051.0,3933.0,,,-178,238.0,30,DISTRICT33,BLISTER
ART-SUP,2024-07-01,HEALTH CENTER,72.0,0.0,5.0,4.0,,383.0,-683,9.0,2,DISTRICT33,CAPSULE
PYRA-SAC,2025-05-01,HEALTH CENTER,183.0,6.0,191.0,158.0,,49.0,-32,336.0,1,DISTRICT13,SACHET
RDT,2024-01-01,REGIONAL HOSPITAL,456.0,105.0,86.0,1518.0,,,-23,3.0,25,DISTRICT20,PIECE
ACT-INF,2025-10-01,HEALTH CENTER,2095.0,28.0,682.0,2479.0,,2.0,-675,313.0,30,DISTRICT22,BLISTER
ACT-AD,2024-03-01,HEALTH CENTER,1128.0,640.0,577.0,1002.0,,345.0,-239,660.0,30,DISTRICT38,BLISTER
ACT-SC,2025-03-01,HEALTH CENTER,2734.0,0.0,98.0,1233.0,,1.0,386,92.0,30,DISTRICT29,BLISTER
RDT,2024-11-01,HEALTH CENTER,232.0,9.0,13.0,442.0,524.0,0.0,202,17.0,25,DISTRICT30,PIECE
SP,2025-03-01,HEALTH CENTER,316.0,0.0,177.0,106.0,,19.0,455,28.0,1000,DISTRICT25,TABLET
RDT,2024-06-01,HEALTH CENTER,633.0,0.0,39.0,147.0,,2200.0,68,9.0,25,DISTRICT29,PIECE
ITN,2025-04-01,HEALTH CENTER,208.0,161.0,237.0,886.0,,417.0,53,155.0,50,DISTRICT5,PIECE
ACT-AD,2024-07-01,HEALTH CENTER,200.0,1.0,49.0,63.0,,0.0,-57,9.0,30,DISTRICT13,BLISTER
PYRA-SAC,2025-01-01,HEALTH CENTER,3462.0,1208.0,870.0,3439.0,156.0,20.0,19,1444.0,1,DISTRICT38,SACHET
ACT-GC,2024-10-01,HEALTH CENTER,963.0,11.0,622.0,1976.0,472.0,,162,513.0,30,DISTRICT31,BLISTER
ACT-GC,2024-11-01,DISTRICT HOSPITAL,1980.0,2.0,588.0,6507.0,,143.0,177,683.0,30,DISTRICT28,BLISTER
PYRA-SAC,2025-05-01,HEALTH CENTER,580.0,544.0,184.0,759.0,,317.0,-838,76.0,1,DISTRICT37,SACHET
SP,2025-04-01,HEALTH CENTER,2345.0,2.0,133.0,1753.0,,409.0,290,232.0,1000,DISTRICT13,TABLET
RDT,2023-12-01,HEALTH CENTER,144.0,283.0,75.0,474.0,,0.0,197,13.0,25,DISTRICT36,PIECE
ITN,2025-06-01,HEALTH CENTER,1746.0,2174.0,664.0,2656.0,,3.0,-270,474.0,50,DISTRICT2,PIECE
ACT-INF,2024-06-01,DISTRICT HOSPITAL,5542.0,910.0,771.0,3963.0,,774.0,-120,752.0,30,DISTRICT22,BLISTER
ART-SUP,2025-11-01,HEALTH CENTER,3474.0,0.0,794.0,2657.0,,10263.0,158,958.0,2,DISTRICT25,CAPSULE
ACT-SC,2024-05-01,HEALTH CENTER,3133.0,35.0,252.0,3271.0,960.0,9.0,-211,306.0,30,DISTRICT13,BLISTER
ACT-INF,2025-08-01,HEALTH CENTER,579.0,0.0,59.0,123.0,238.0,0.0,-373,37.0,30,DISTRICT9,BLISTER
ITN,2025-06-01,HEALTH CENTER,178.0,3.0,13.0,1642.0,349.0,0.0,133,1.0,50,DISTRICT1,PIECE
RDT,2024-06-01,HEALTH CENTER,46.0,3.0,73.0,14.0,,,-460,48.0,25,DISTRICT27,PIECE
ACT-AD,2025-07-01,HEALTH CENTER,1269.0,12.0,374.0,1429.0,,5700.0,267,325.0,30,DISTRICT23,BLISTER
SP,2025-11-01,HEALTH CENTER,1779.0,0.0,292.0,687.0,,4711.0,-1235,153.0,1000,DISTRICT24,TABLET
ACT-SC,2024-01-01,HEALTH CENTER,1176.0,0.0,71.0,380.0,,73.0,257,88.0,30,DISTRICT17,BLISTER
ACT-INF,2024-04-01,HEALTH CENTER,22.0,887.0,7.0,322.0,,1.0,-97,6.0,30,DISTRICT8,BLISTER
PYRA-SAC,2025-08-01,DISTRICT HOSPITAL,856.0,2.0,64.0,381.0,,,-492,23.0,1,DISTRICT3,SACHET
QUIN,2024-09-01,HEALTH CENTER,732.0,0.0,353.0,341.0,,55.0,658,209.0,1000,DISTRICT29,TABLET
QUIN,2024-02-01,HEALTH CENTER,346.0,0.0,258.0,419.0,,1263.0,-431,216.0,1000,DISTRICT19,TABLET
ART-INJ,2025-08-01,HEALTH CENTER,655.0,0.0,54.0,689.0,,1.0,373,67.0,5,DISTRICT20,VIAL
ACT-AD,2025-05-01,HEALTH CENTER,574.0,0.0,267.0,503.0,553.0,29.0,225,104.0,30,DISTRICT33,BLISTER
